Lat,Long,Ocean,Cr_nmol/kg,sst_09,sst_10,sst_11,sst_12,Year,sst_01,sst_02,sst_04,sst_05,sst_06,sst_07,sst_08,sst_03,yearly_mean_sst
-9.922,-80.224,Pacific,3.42,17.59297,17.982006,19.598907,21.647934,2004,23.303831,24.882359,22.959064,20.718096,17.397501,16.948187,16.979336,24.313585,20.360315
-9.0,-85.833,Pacific,4.12,18.372812,20.185131,20.941744,22.46923,2004,24.867342,26.43944,26.573933,23.966158,22.110003,19.631248,17.88629,26.083672,22.460585
-8.41,-24.98,Atlantic,2.829815369967665,25.101875,24.67999,25.65594,25.239466,2004,26.44506,26.876186,27.651148,27.555698,27.18297,26.592793,25.69083,27.138508,26.317541
-8.0,-79.845,Pacific,2.3633333333333333,17.262993,16.75697,18.495626,19.04471,2004,20.779085,21.560076,20.924688,17.941029,16.209688,16.118196,16.663458,21.084375,18.570074
-3.583,-85.833,Pacific,3.9299999999999997,18.733957,19.432308,21.15414,22.15653,2004,24.306656,25.706898,24.382189,22.080091,20.403751,18.60378,17.728277,25.516785,21.683777
-2.9625,-25.6148,Atlantic,2.595360888888889,25.978125,25.997179,26.539848,26.233217,2004,26.246517,27.055387,27.931408,27.212452,26.4575,26.01744,25.679335,27.149094,26.541458
1.68,-25.01,Atlantic,2.7292743130922723,26.2675,26.597784,26.049221,26.639366,2004,26.84486,27.17015,27.538933,27.346573,26.409065,26.341785,25.801062,26.983595,26.665823
2.433333333333334,-102.0,Pacific,4.3,23.513126,24.478127,25.0134,24.02194,2004,25.436394,26.962395,26.500628,24.746523,25.485523,23.298994,22.171726,27.370312,24.91659
11.83333333333333,-103.8333333333333,Pacific,3.1154545454545457,27.884066,27.933268,28.650312,28.169758,2004,27.199144,27.511583,28.822826,28.834677,29.065155,27.764875,28.812855,28.26309,28.242636
12.0325,-28.9805,Atlantic,2.606471166666667,27.285002,27.178339,27.220783,25.655293,2004,24.538157,23.487286,24.326042,24.229235,24.551094,25.342894,26.870825,23.929085,25.3845
12.5882,-17.5724,Atlantic,2.214833875,27.784063,28.551413,27.876251,24.878227,2004,22.379095,21.494207,21.053593,22.610838,25.612501,26.513105,26.49617,21.102747,24.696016
12.5942,-17.9199,Atlantic,2.5420315555555555,27.697187,28.66104,27.941406,25.195766,2004,23.051432,22.241703,21.759846,23.501614,25.311876,26.531404,26.587349,21.787048,25.022306
12.61,-17.7157,Atlantic,2.572664178571429,27.83875,28.43483,27.984064,25.1436,2004,22.774446,21.971281,21.326408,22.972532,25.46625,26.513105,26.696976,21.619656,24.895159
12.612,-17.5728,Atlantic,2.18983575,27.784063,28.551413,27.876251,24.878227,2004,22.379095,21.494207,21.053593,22.610838,25.612501,26.513105,26.49617,21.102747,24.696016
12.74366666666667,-28.5015,Atlantic,2.849897804814339,27.331942,27.478622,27.174845,25.41511,2004,24.305445,23.2875,24.01047,23.78639,24.744877,25.26683,27.209856,23.783619,25.316292
12.83333333333333,103.9333333333333,Pacific,15.8,,,,,2004,,,,,,,,,
15.0,-107.0,Pacific,2.8378695652173915,28.381138,28.25273,29.146875,28.463861,2004,27.155748,26.728773,27.044064,27.79264,28.378752,28.284708,28.859966,27.108873,27.966509
16.8,-106.9,Pacific,3.496111111111111,28.806252,28.256655,29.252813,28.38009,2004,26.150717,25.556736,26.551405,27.877474,28.6525,28.024748,30.158318,26.00335,27.805922
17.27893333333333,-32.15118333333334,Atlantic,2.7914761140638444,25.832916,26.401453,26.110497,25.258654,2004,24.0747,22.987177,22.782814,23.426615,23.471874,24.729795,25.855795,22.73135,24.47197
18.2,-104.2,Pacific,3.09375,29.619377,29.631018,29.418907,28.100353,2004,26.89891,25.130013,25.627344,27.639164,29.160313,28.612652,30.287552,26.748087,28.072807
18.9,-108.8,Pacific,2.9788888888888887,27.731092,28.915373,27.886877,26.463207,2004,23.864971,23.97244,24.01288,25.914314,27.061253,28.2812,29.589314,23.807814,26.458395
20.0,-106.0,Pacific,2.772307692307692,29.390314,30.04234,28.018127,26.717718,2004,24.275505,23.501833,25.341406,26.454136,28.660625,29.173876,29.579786,24.713255,27.155745
20.9,-108.0,Pacific,2.9250000000000003,28.693254,28.898136,27.644531,24.462023,2004,23.089375,22.643105,24.368752,26.462149,27.495312,28.103682,29.853481,23.487854,26.266806
21.0,-132.0,Pacific,3.9208317958005945,22.580835,23.973465,22.424662,21.207008,2004,22.195415,20.31126,21.024775,20.497892,20.65146,20.782763,21.940903,20.461393,21.504318
21.47666666666667,-126.595,Pacific,3.3438615061310726,23.568518,23.965782,22.221159,21.805727,2004,20.240023,19.289442,19.185469,20.518677,19.275805,21.508036,21.970049,19.277773,21.068872
23.485,-117.0216666666667,Pacific,3.4616646002789655,24.55969,23.528831,21.56969,19.033821,2004,18.25736,18.87123,19.134365,20.323742,19.827501,21.920866,23.590826,18.927847,20.79548
24.0,-42.0,Atlantic,2.9149999999999996,27.044687,26.477663,26.547815,24.447483,2004,24.489616,23.417782,23.303179,23.641333,25.420938,25.522228,27.063963,22.903278,25.023333
24.16716666666667,-160.2538333333333,Pacific,3.01,26.993439,27.019508,25.647425,23.526033,2004,23.593096,23.897036,23.18397,24.202017,24.980001,26.12843,27.127016,22.176363,24.872862
24.28333333333333,-114.9833333333333,Pacific,3.1889373243116528,24.47594,23.653429,21.840626,20.075354,2004,18.94617,19.172413,18.402157,20.281301,19.7175,21.776463,23.55106,18.400204,20.857718
24.69833333333333,-114.1066666666667,Pacific,3.0910074438492483,24.849062,23.846523,21.924688,19.957865,2004,19.973589,19.20097,18.06849,19.553226,19.104687,21.692541,22.8499,18.808035,20.819132
25.98333333333333,-47.13333333333333,Atlantic,2.954285714285714,27.201563,25.866121,25.199375,23.787853,2004,23.264366,22.915897,22.932919,23.844105,25.747189,26.525051,27.676664,23.066586,24.835642
26.14,-35.19483333333334,Atlantic,2.8124520083911744,26.865938,26.35872,25.532034,23.533041,2004,22.571371,21.27931,21.28527,22.413357,24.903751,25.41351,26.830647,20.891888,23.989904
30.0,-140.0,Pacific,3.855384615384615,23.579376,23.094206,20.863916,20.245476,2004,18.327673,18.69585,17.565731,20.54093,21.498549,22.601059,24.59471,18.34869,20.82968
32.16666666666666,-64.5,Atlantic,2.985199082760058,27.220312,25.215122,22.757689,21.534754,2004,19.73377,19.132708,19.652657,21.496305,24.946253,26.748991,27.166935,18.818962,22.868706
32.2,-64.5,Atlantic,2.9,27.235313,24.803078,22.798868,21.900017,2004,19.564716,18.680336,20.183125,21.827723,24.895313,26.680798,27.195211,19.316095,22.923384
32.66666666666666,-29.41666666666667,Atlantic,4.35,25.116564,23.83992,21.514896,20.283869,2004,19.401865,18.46083,18.18615,20.207813,22.514687,23.737501,25.321272,18.151964,21.394777
33.36666666666667,-27.5,Atlantic,2.9729166666666664,25.072187,23.133722,21.595348,20.152678,2004,19.076975,18.09641,16.951963,19.27563,22.616566,23.496624,25.600859,18.264338,21.111109
34.0,-158.0,Pacific,3.193636363636364,25.715626,22.887606,19.961988,17.767582,2004,16.602522,14.263156,15.402736,15.532258,18.205938,22.067492,24.520315,13.567573,18.874563
34.11666666666667,-41.73333333333333,Atlantic,3.11,25.418436,23.40983,22.020626,20.986242,2004,18.881504,18.13758,18.204687,20.003378,21.208126,24.471775,26.399397,17.986301,21.427324
34.23,-120.03,Pacific,2.5625,19.054066,16.715776,16.059063,14.700411,2004,13.386745,12.679688,13.147344,13.493045,14.7121105,16.84419,17.437437,13.25353,15.123618
35.7,-40.76666666666667,Atlantic,2.9678571428571425,24.650627,22.473116,21.16969,20.3026,2004,18.930094,17.111048,18.17516,19.079035,21.0151,24.412954,25.906906,17.5063,20.894384
35.92283333333334,-26.87926666666667,Atlantic,2.6555652751315826,23.56719,21.973186,20.08034,18.652193,2004,17.867691,16.781734,16.671017,18.172304,20.733639,22.91816,24.231804,16.327198,19.831371
35.93333333333333,-5.566666666666666,Mediterranean,3.0066666666666664,21.478231,20.751663,17.896898,16.718348,2004,15.610025,15.490519,15.718479,16.462152,20.044514,21.908579,22.44695,14.756764,18.273592
36.16666666666666,15.58333333333333,Mediterranean,3.1866666666666665,25.766253,23.420567,20.206095,17.419773,2004,15.080444,14.802803,15.746173,17.530645,21.3375,26.173943,26.838964,14.7708435,19.9245
37.95,-31.26666666666667,Atlantic,3.105,23.042187,21.261292,19.517282,17.757942,2004,17.367113,16.234833,16.565332,17.790726,20.193188,22.35726,23.165627,16.111282,19.280338
39.43333333333333,-23.23333333333333,Atlantic,2.873,21.561687,20.53998,18.315092,16.497356,2004,15.711141,15.638986,14.552796,15.808096,19.090939,21.078592,20.80044,14.519706,17.842901
39.98333333333333,6.5,Mediterranean,3.2577777777777777,24.353125,22.35862,18.286886,15.785945,2004,13.534224,13.303772,15.108571,17.060839,20.749063,23.597479,25.261694,13.427523,18.56898
41.99716666666666,-158.0085,Pacific,3.0271428571428567,19.394375,15.966155,12.92914,11.0850315,2004,8.98496,8.982975,8.350208,9.264971,10.978125,14.751563,18.426262,8.629185,12.311913
42.24181666666667,-19.1961,Atlantic,2.7699134028822447,19.352968,17.29476,15.662032,14.297847,2004,13.767572,13.801117,13.230366,14.50237,17.969063,19.95726,19.051254,13.52203,16.034052
45.0,145.0,Pacific,3.3052264808362373,14.578439,11.735685,7.5629697,3.2770667,2004,,-2.0578125,-0.70578116,2.5592744,8.334688,12.816205,18.269985,-2.1796875,6.7446394
46.0,-158.0,Pacific,3.1285714285714286,14.767397,12.888282,9.725235,7.5276723,2004,5.960988,5.894289,5.563047,5.966432,8.305,12.228902,14.348742,5.260888,9.0364065
46.07166666666667,-129.9283333333333,Pacific,5.25703564727955,16.302313,14.955015,12.224896,10.857662,2004,7.9170747,8.29328,9.518907,11.174044,13.9487505,16.076008,17.81111,8.3886385,12.288976
47.2434,-9.33188333333333,Atlantic,2.8271901147291607,17.884375,15.732461,13.97995,12.578771,2004,11.640928,11.256212,11.998203,12.402293,15.825625,18.00401,18.208899,10.90077,14.201041
49.566,-138.667,Pacific,2.974634146341464,14.046146,11.43372,8.725438,7.660269,2004,6.1090884,5.7641807,7.0139065,8.848516,10.082812,12.372554,14.24842,5.3796477,9.307057
50.0,-145.0,Pacific,3.6784019415902725,13.239453,10.627748,8.396876,6.90998,2004,5.4473286,5.3035026,5.2717013,7.135888,8.016976,10.994078,12.746696,5.2521176,8.278529
50.00166666666667,-145.0,Pacific,3.095,13.239453,10.627748,8.396876,6.90998,2004,5.4473286,5.3035026,5.2717013,7.135888,8.016976,10.994078,12.746696,5.2521176,8.278529
54.5,-48.46,Atlantic,2.942720047983206,10.884375,7.68871,4.4845986,3.317994,2004,3.4465225,2.8252697,2.806771,3.3185992,5.5181255,9.300517,11.448577,3.2555447,5.691301
55.0,-147.2158333333333,Pacific,3.25,13.092656,9.489855,5.6095943,4.2833166,2004,3.415388,3.9752965,3.706446,5.8143153,8.367501,11.671335,13.391173,3.6843374,7.2084346
69.5,-137.9833333333333,Arctic,1.730899048197846,3.3271875,-0.45383513,,,2004,,,,-1.846875,1.364915,5.0275707,4.254889,,1.9456421
69.66666666666667,-138.15,Arctic,1.884756741370988,3.572188,0.12522337,,,2004,,,,0.03281262,0.71718764,4.966714,4.236744,,2.2751448
69.81666666666666,-138.3333333333333,Arctic,1.827060106431059,3.2403824,-0.54758507,,,2004,,,,-0.77343744,2.1272728,4.865474,4.4099684,,2.220346
70.0,-138.0,Arctic,1.90398895301763,2.9805908,-0.4542612,,,2004,,,,-1.0312499,2.7319605,4.899647,4.3676586,,2.2490578
71.1,-139.0166666666667,Arctic,1.9953419583391834,2.5967886,-0.014062381,,,2004,,,,-2.925,0.70437515,0.9559376,2.5300403,,0.6413465
72.51666666666667,-136.6833333333333,Arctic,2.416847930261436,,,,,2004,,,,-2.925,-0.47749984,-0.117641024,0.13784735,,-0.8455733
72.8,-159.62,Arctic,1.6675,1.5659376,0.44531265,,,2004,,,,,-1.3666192,0.32725883,2.072565,,0.608891
74.63333333333334,-137.3333333333333,Arctic,2.839956586487576,,,,,2004,,,,,-1.1974431,-1.3526493,-0.32343742,,-0.9578433
85.13,-150.1,Arctic,2.4526086956521738,,,,,2004,,,,,,,-1.3453125,,-1.3453125
-67.29,163.536,Southern Ocean,3.835823175579897,,,,-2.6203125,2005,,-1.7634073,-1.8046875,,,,,-1.7949797,-1.9958466
-67.189,145.721,Southern Ocean,3.7810159689477536,,,,,2005,,,,,,,,,
-67.1,167.36,Southern Ocean,3.858050465689068,,,,,2005,-1.3055443,-1.1438861,-1.4399999,,,,,-0.9933971,-1.2207069
-63.963,-66.242,Southern Ocean,3.8113168770861883,,-1.4531249,-0.7773437,0.7687501,2005,0.67787313,0.5663668,-0.4393749,-1.0320652,-1.5779998,-2.8828125,-2.8828125,0.8156251,-0.7469925
-59.611,148.64,Southern Ocean,3.78023700507115,-1.7226561,-0.8967237,-0.7980728,0.9489272,2005,1.5856857,2.5941534,0.7376564,0.23785296,0.0009896994,-0.49135074,-0.95425403,1.5642859,0.23387451
-59.6,-67.92,Southern Ocean,3.63,-0.060833216,0.52263844,0.8590626,3.2971272,2005,3.5263762,3.724597,2.2378128,2.8067544,2.473825,1.122512,-0.31368077,4.623135,2.0682774
-59.6,-67.919,Southern Ocean,3.71209750575196,-0.060833216,0.52263844,0.8590626,3.2971272,2005,3.5263762,3.724597,2.2378128,2.8067544,2.473825,1.122512,-0.31368077,4.623135,2.0682774
-54.83,-95.68,Southern Ocean,3.6659999999999995,4.0985527,4.4478116,5.101518,6.1659636,2005,5.745666,6.441155,5.750417,4.4138103,4.358969,4.4511595,4.0344257,6.541662,5.1292596
-53.583,149.298,Southern Ocean,3.489904376667043,3.984141,4.8304696,5.466927,6.915348,2005,6.829688,6.4927926,5.6933336,5.0821576,4.2934375,4.4046173,3.8727822,6.081981,5.3289733
-53.2,-118.13,Southern Ocean,3.6333333333333333,4.764844,5.382006,5.018457,6.4671354,2005,6.7363667,6.6325107,6.0368752,5.503269,5.0295186,5.400605,4.342984,6.119564,5.619511
-50.99,-72.04,Southern Ocean,3.71,,,,,2005,,,,,,,,,
-49.906,141.931,Southern Ocean,3.3225,7.4720316,7.9032464,9.203751,8.343096,2005,9.794103,9.856258,8.7775,7.9764924,6.88125,5.935434,7.253982,7.648246,8.087115
-49.393,150.389,Southern Ocean,3.244285714285714,8.167344,8.520364,8.662032,9.7558975,2005,9.081259,9.16497,8.424532,7.61873,7.3635945,6.965978,6.8765626,9.198766,8.316669
-47.0,141.9,Southern Ocean,3.514688225129975,8.466406,8.382157,9.495314,10.6636095,2005,10.2890625,10.341635,10.232395,9.506679,9.336225,8.912343,7.682645,10.169759,9.45652
-46.97,141.93,Southern Ocean,2.9738178106991984,8.389531,8.786796,9.649584,11.840021,2005,10.965121,10.961773,10.607813,9.430947,9.624219,8.604577,8.133922,10.287852,9.773513
-45.7,153.5,Southern Ocean,3.4626901228000735,9.659461,10.8801155,11.971562,13.127599,2005,12.531957,12.827949,12.816329,10.846674,11.116511,10.264003,9.927763,11.613138,11.465256
-41.9,-35.43,Atlantic,2.9048153040828515,11.201719,12.013457,9.741776,12.26673,2005,15.909527,16.124214,13.817407,13.0967245,13.210469,11.101311,10.262097,15.13672,12.823513
-40.4,153.9,Pacific,3.1583256230805192,14.23847,14.267238,16.465,17.577219,2005,17.698942,19.033548,18.086752,16.691704,15.275687,14.983822,13.912942,17.621437,16.321062
-40.36,-31.04,Atlantic,2.926442647019276,12.8588295,12.578338,13.434271,15.011039,2005,15.842238,16.676676,15.665304,15.836946,14.722843,12.022248,12.822354,16.829334,14.525035
-40.3,153.5,Pacific,4.81,14.42625,14.846372,17.006258,17.43537,2005,17.899597,19.670761,17.50783,17.478025,15.563906,15.222545,14.118447,18.147432,16.610233
-34.67,154.55,Pacific,3.504695380939145,17.600437,19.46477,21.409374,22.780947,2005,23.015022,22.816816,22.175,20.625,18.472692,18.005648,17.36814,23.961842,20.641306
-32.5,-175.0,Pacific,3.9383774735489814,16.25836,16.955519,18.603645,20.482277,2005,20.178934,21.852522,20.44044,18.472017,17.86672,16.969002,16.054049,21.941483,18.83958
-32.5,180.0,Pacific,3.126575779524156,16.432657,16.586191,18.811474,19.790243,2005,20.258726,22.231604,20.341352,19.019041,18.155148,16.346783,16.168398,21.133066,18.77289
-30.0,155.0,Pacific,3.1625591137119584,20.507812,21.315138,22.491877,25.270515,2005,23.490164,24.552067,23.792812,22.193897,22.20896,20.579365,20.997126,25.850052,22.770815
-30.0,160.0,Pacific,3.2097407291094324,19.431095,20.469194,21.147501,22.484577,2005,23.42444,24.020716,23.012293,22.223793,21.190655,19.552067,19.234629,24.091433,21.6902
-30.0,165.0,Pacific,3.6301483198021893,18.255367,19.838406,20.908283,22.22253,2005,22.431469,22.888838,22.07536,21.040602,20.0521,18.964262,18.591585,22.892838,20.846804
-30.0,170.0,Pacific,3.4696973419068704,18.385782,18.769629,19.964956,21.726791,2005,22.207747,22.801645,21.804064,20.372177,18.742958,18.246614,17.572962,23.059778,20.304594
-30.0,175.0,Pacific,3.1924015710686833,18.789948,18.759897,19.4125,21.90106,2005,21.521048,22.85659,21.745691,20.193748,19.810997,18.098047,17.866632,22.387924,20.278675
-26.25,-103.96,Pacific,3.295,20.035624,20.191784,21.445,23.585989,2005,23.382084,23.979858,22.892189,22.530998,21.753876,20.34602,19.976765,24.728453,22.070719
-23.72578333333333,-24.92083333333333,Atlantic,2.8862909263908265,21.04974,22.161442,23.230417,24.831804,2005,25.427706,26.911846,26.081564,24.90988,23.693766,22.246675,21.403933,25.969759,23.993212
-21.56666666666667,-114.3,Pacific,4.699999999999999,22.85055,22.547405,23.00625,25.032158,2005,24.83052,25.722332,24.733438,24.679085,23.457659,23.285082,22.705576,26.521421,24.114288
-21.38333333333333,-114.2833333333333,Pacific,5.114285714285714,23.06094,23.105145,22.916563,24.885332,2005,25.010006,25.807259,24.885002,24.799297,23.782984,23.217945,22.571827,25.905394,24.162308
-16.819,-72.841,Pacific,2.6566666666666667,15.809375,15.76981,17.713541,21.007301,2005,23.58118,21.664768,19.295002,18.400253,16.590391,14.972617,15.32374,20.884586,18.417715
-15.999,-76.998,Pacific,3.76,15.514428,15.500807,16.549065,19.525557,2005,22.847227,23.334225,21.300627,19.492077,16.684898,15.18125,15.062884,22.836079,18.652426
-14.0,-99.0,Pacific,3.5985996122424173,21.323908,20.609575,20.498959,21.838205,2005,22.736845,24.383167,24.019531,23.584955,23.592892,22.791685,21.357914,23.474834,22.517706
-14.0,-77.06,Pacific,5.3475,15.340314,15.417189,17.23875,18.91235,2005,21.40798,21.112652,20.001875,18.83604,16.419031,15.638105,14.853076,20.88962,18.005583
-13.666,-76.785,Pacific,2.766666666666667,14.7429695,14.704536,16.130001,17.977774,2005,20.799345,20.060987,18.532501,17.69486,16.097437,15.730041,15.247712,19.505161,17.26861
-12.363,-77.0,Pacific,2.1550000000000002,14.3339205,14.279878,16.188164,18.901966,2005,20.106503,20.0835,19.012188,17.736382,16.19177,15.434678,15.654537,19.44476,17.280687
-12.0481,-78.3143,Pacific,2.633326026071368,15.863938,16.050303,16.483438,18.92878,2005,22.220413,21.901209,20.336565,19.236895,17.545156,17.099243,15.516557,21.942036,18.59371
-12.0471,-77.4325,Pacific,2.342040085557373,14.996772,15.690121,16.464169,18.70567,2005,20.223612,19.937773,18.790937,18.040775,16.936094,16.334476,15.014001,19.66981,17.567019
-12.0451,-77.657,Pacific,2.7913146662115818,15.050731,15.930445,16.642658,18.721573,2005,20.385365,20.43954,19.126251,18.147429,17.154114,16.407763,14.915322,19.923841,17.737087
-12.0449,-77.3761,Pacific,2.746059475986703,14.379897,15.522179,16.230001,18.481705,2005,20.062803,19.609655,18.321877,17.75126,16.666843,16.342442,15.069805,19.25973,17.308184
-12.0448,-78.1669,Pacific,3.607777993342297,15.111302,15.33236,16.940939,18.90605,2005,21.878225,21.043701,20.155313,18.583912,17.859968,16.828732,15.347651,21.286695,18.272905
-12.0446,-77.7099,Pacific,2.525425829219805,15.050731,15.930445,16.642658,18.721573,2005,20.385365,20.43954,19.126251,18.147429,17.154114,16.407763,14.915322,19.923841,17.737087
-12.01,-79.2,Pacific,3.5559957419451718,16.325626,16.106703,17.286146,19.07601,2005,23.363258,23.935738,22.548439,19.20359,17.591251,17.681252,16.41598,23.446272,19.415022
-11.9999,-84.0,Pacific,3.472942293926747,17.398022,17.467693,17.765276,19.815788,2005,23.402117,25.481401,24.509342,22.858898,20.09961,17.86255,17.547733,25.41593,20.802029
-10.67,-25.01,Atlantic,2.9176770642337257,24.760311,24.419104,24.845144,25.39477,2005,26.427069,27.735485,27.584688,27.430042,27.146667,26.26492,25.564266,27.364569,26.244753
-10.001,-78.38,Pacific,1.9833333333333332,14.944253,14.371512,16.446533,17.573568,2005,20.653881,20.243185,18.708126,17.538155,16.241291,15.463877,15.284193,20.439026,17.325634
-9.999,-79.134,Pacific,3.022,14.961903,15.778013,16.369791,18.251766,2005,22.232815,21.517895,20.578125,19.903578,16.739452,15.758386,15.565282,20.928024,18.21542
-9.922,-80.224,Pacific,3.42,15.334844,15.77451,17.715628,19.902523,2005,23.782864,23.95978,23.389376,20.835032,19.376953,17.905764,15.922365,24.313585,19.8511
-9.0,-85.833,Pacific,4.12,18.733126,18.336218,19.096563,21.729267,2005,25.25489,26.37248,25.213438,24.691784,22.532812,20.52989,18.74788,26.083672,22.276834
-8.41,-24.98,Atlantic,2.829815369967665,24.806898,24.681345,25.067814,26.082819,2005,26.676867,27.974243,27.888124,27.620565,26.775312,26.419226,24.30847,27.138508,26.286684
-8.0,-79.845,Pacific,2.3633333333333333,15.853909,15.032813,16.638285,18.971115,2005,21.173439,21.288746,20.210627,19.579235,17.507057,16.514542,15.389012,21.084375,18.270262
-3.583,-85.833,Pacific,3.9299999999999997,17.306877,18.420061,19.111439,21.203539,2005,23.986574,24.838045,23.575314,24.325254,21.087189,19.788961,19.318083,25.516785,21.539843
-2.9625,-25.6148,Atlantic,2.595360888888889,25.741251,25.966785,25.926876,26.306858,2005,26.424166,28.057411,27.907122,27.370617,26.610626,25.905998,25.362852,27.149094,26.560806
1.68,-25.01,Atlantic,2.7292743130922723,26.648283,26.675325,26.608065,26.41487,2005,27.200455,28.002068,27.433596,27.796726,27.155312,25.123037,25.457512,26.983595,26.79157
2.433333333333334,-102.0,Pacific,4.3,22.97875,23.234795,22.568459,23.63876,2005,24.963663,26.838812,27.820625,26.990778,26.255625,24.665476,24.007257,27.370312,25.111109
11.83333333333333,-103.8333333333333,Pacific,3.1154545454545457,28.179064,27.685452,28.683126,27.945816,2005,27.080141,28.163559,28.903126,29.938307,29.173271,28.675266,28.022177,28.26309,28.3927
12.0325,-28.9805,Atlantic,2.606471166666667,27.063396,27.033266,26.663473,25.070604,2005,25.045767,24.031754,24.707188,25.306377,25.643206,26.423105,27.375463,23.929085,25.691055
12.5882,-17.5724,Atlantic,2.214833875,27.666533,28.344254,28.794064,26.850302,2005,22.605345,20.688055,23.409689,26.088509,27.220802,27.560667,26.998806,21.102747,25.610815
12.5942,-17.9199,Atlantic,2.5420315555555555,27.50497,27.687702,28.518688,27.396927,2005,23.645412,21.124899,23.944063,26.144508,27.060312,27.368498,27.02246,21.787048,25.767122
12.61,-17.7157,Atlantic,2.572664178571429,27.610752,28.253075,28.920002,27.198238,2005,23.545465,20.92092,23.673023,26.183065,27.094845,27.368498,27.041079,21.619656,25.785719
12.612,-17.5728,Atlantic,2.18983575,27.666533,28.344254,28.794064,26.850302,2005,22.605345,20.688055,23.409689,26.088509,27.220802,27.560667,26.998806,21.102747,25.610815
12.74366666666667,-28.5015,Atlantic,2.849897804814339,27.243752,26.649496,25.493322,25.500454,2005,24.634415,23.918953,24.334375,24.33387,25.486681,26.084364,27.509779,23.783619,25.414423
12.83333333333333,103.9333333333333,Pacific,15.8,,,,,2005,,,,,,,,,
15.0,-107.0,Pacific,2.8378695652173915,28.093126,28.026865,28.783125,28.65983,2005,28.00509,26.967945,27.828125,28.19486,27.334375,27.656008,28.016886,27.108873,27.889593
16.8,-106.9,Pacific,3.496111111111111,28.244974,27.980293,28.377228,28.085497,2005,27.740515,25.825706,26.1575,26.785286,26.317015,28.013247,28.017263,26.00335,27.295656
17.27893333333333,-32.15118333333334,Atlantic,2.7914761140638444,26.028938,26.496323,26.115204,25.610556,2005,24.392542,23.71504,23.881777,23.752092,23.949194,23.84638,25.084871,22.73135,24.63369
18.2,-104.2,Pacific,3.09375,30.029219,28.228127,27.671875,26.805395,2005,28.048033,24.602118,26.810938,27.835587,26.001408,28.55983,29.27858,26.748087,27.551598
18.9,-108.8,Pacific,2.9788888888888887,29.0575,27.50988,27.737814,26.071573,2005,25.373213,23.593472,24.800314,25.05711,24.743032,25.592392,27.82957,23.807814,25.931137
20.0,-106.0,Pacific,2.772307692307692,28.918179,27.640373,26.531252,25.09491,2005,26.303226,22.774448,24.843126,25.575003,25.605564,27.938711,28.767138,24.713255,26.225433
20.9,-108.0,Pacific,2.9250000000000003,29.932344,27.611948,27.53125,25.589365,2005,24.877823,22.543484,24.065939,24.504103,24.600843,25.711693,27.761675,23.487854,25.68486
21.0,-132.0,Pacific,3.9208317958005945,22.850533,22.763712,21.813128,22.021696,2005,22.410938,21.484024,20.762552,21.733772,21.462202,21.109982,22.813358,20.461393,21.807274
21.47666666666667,-126.595,Pacific,3.3438615061310726,22.644379,22.056858,22.333492,21.110409,2005,20.979536,20.293095,19.491095,20.698942,20.686218,20.516716,21.615578,19.277773,20.97534
23.485,-117.0216666666667,Pacific,3.4616646002789655,24.088438,22.716179,21.284374,19.72727,2005,19.180494,19.658367,20.008125,19.283833,19.896639,20.896765,22.04986,18.927847,20.643183
24.0,-42.0,Atlantic,2.9149999999999996,26.376406,25.903126,25.239319,24.39995,2005,23.132008,23.135988,23.516565,23.011198,25.462812,25.539165,25.916283,22.903278,24.544678
24.16716666666667,-160.2538333333333,Pacific,3.01,26.787188,25.702019,24.999792,24.891533,2005,22.131565,22.604948,22.893778,25.216938,25.431303,25.667,26.691835,22.176363,24.59952
24.28333333333333,-114.9833333333333,Pacific,3.1889373243116528,23.98047,22.108519,20.570774,20.157913,2005,19.376463,19.169912,19.088127,18.975153,20.044756,20.237299,22.451914,18.400204,20.380125
24.69833333333333,-114.1066666666667,Pacific,3.0910074438492483,24.09422,22.839163,21.289875,20.328629,2005,19.19259,19.103981,19.169376,18.208973,19.655783,19.927473,23.073841,18.808035,20.474327
25.98333333333333,-47.13333333333333,Atlantic,2.954285714285714,27.113909,26.525732,25.45843,24.542164,2005,23.124039,22.020971,22.166563,22.5186,26.042969,25.508892,27.582613,23.066586,24.63929
26.14,-35.19483333333334,Atlantic,2.8124520083911744,25.510313,25.24981,23.856564,23.206793,2005,21.540121,21.570517,21.740625,21.5749,24.153595,24.307852,25.459929,20.891888,23.25524
30.0,-140.0,Pacific,3.855384615384615,22.191668,21.939196,20.831812,19.396564,2005,19.21991,18.546362,18.234688,20.257395,20.606096,20.996126,21.767645,18.34869,20.194677
32.16666666666666,-64.5,Atlantic,2.985199082760058,27.279377,25.402775,23.495625,20.982159,2005,20.389494,18.94668,19.95719,20.816431,23.01318,27.216988,27.409334,18.818962,22.810684
32.2,-64.5,Atlantic,2.9,26.597736,25.506275,22.463127,20.650915,2005,19.941887,18.645504,20.097815,20.765173,22.973907,27.005445,27.138527,19.316095,22.591867
32.66666666666666,-29.41666666666667,Atlantic,4.35,24.73844,23.08473,21.332859,19.769005,2005,18.639786,17.918785,18.8075,19.200758,21.348438,23.307007,24.577168,18.151964,20.90637
33.36666666666667,-27.5,Atlantic,2.9729166666666664,24.65922,23.433722,20.844046,19.6911,2005,18.815536,17.078377,18.457813,18.687702,21.302814,22.972078,24.761795,18.264338,20.747377
