year,latitude,longitude,sst
1997,0.0,0.0,-3294.6953
1997,0.0,0.0,-3621.7659
1997,0.0,0.0,-3680.3052
1997,0.0,0.0,-3577.7048
1997,0.0,0.0,-3743.6238
1997,0.0,0.0,-3831.4395
1997,0.0,0.0,-3943.6677
1997,0.0,0.0,-4050.9792
1997,0.0,0.0,-4065.5293
1997,0.0,0.0,-4250.972
1997,0.0,0.0,-4211.848
1997,0.0,0.0,-4119.018
1997,0.0,0.0,-4153.121
1997,0.0,0.0,-4275.089
1997,0.0,0.0,-4260.346
1997,0.0,0.0,-4328.7354
1997,0.0,0.0,-4567.971
1997,0.0,0.0,-4802.355
1997,0.0,0.0,-4826.7295
1997,0.0,0.0,-4836.4717
1997,0.0,0.0,-5134.345
1997,0.0,0.0,-5393.1064
1997,0.0,0.0,-5524.9937
1997,0.0,0.0,-5935.212
1997,0.0,0.0,-6233.059
1997,0.0,0.0,-6394.2456
1997,0.0,0.0,-6452.8335
1997,0.0,0.0,-6526.0073
1997,0.0,0.0,-6868.0107
1997,0.0,0.0,-6990.135
1997,0.0,0.0,-7029.256
1997,0.0,0.0,-7151.3315
1997,0.0,0.0,-7151.3335
1997,0.0,0.0,-7317.343
1997,0.0,0.0,-7488.222
1997,0.0,0.0,-7605.415
1997,0.0,0.0,-7654.2334
1997,0.0,0.0,-7659.084
1997,0.0,0.0,-7698.127
1997,0.0,0.0,-7698.0986
1997,0.0,0.0,-7717.624
1997,0.0,0.0,-7688.3223
1997,0.0,0.0,-7756.7314
1997,0.0,0.0,-7732.3438
1997,0.0,0.0,-7903.324
1997,0.0,0.0,-7917.966
1997,0.0,0.0,-7888.609
1997,0.0,0.0,-7732.2744
1997,0.0,0.0,-7697.9717
1997,0.0,0.0,-7751.675
1997,0.0,0.0,-7805.391
1997,0.0,0.0,-7776.0337
1997,0.0,0.0,-7736.907
1997,0.0,0.0,-7634.286
1997,0.0,0.0,-7477.948
1997,0.0,0.0,-7404.662
1997,0.0,0.0,-7419.2896
1997,0.0,0.0,-7355.7363
1997,0.0,0.0,-7248.252
1997,0.0,0.0,-7214.0283
1997,0.0,0.0,-7189.583
1997,0.0,0.0,-7160.271
1997,0.0,0.0,-7165.1387
1997,0.0,0.0,-7135.8174
1997,0.0,0.0,-7072.26
1997,0.0,0.0,-7091.7534
1997,0.0,0.0,-7072.1885
1997,0.0,0.0,-6993.9976
1997,0.0,0.0,-6940.218
1997,0.0,0.0,-6808.258
1997,0.0,0.0,-6705.598
1997,0.0,0.0,-6646.9336
1997,0.0,0.0,-6578.4873
1997,0.0,0.0,-6617.548
1997,0.0,0.0,-6573.5557
1997,0.0,0.0,-6466.021
1997,0.0,0.0,-6334.0645
1997,0.0,0.0,-6241.171
1997,0.0,0.0,-6055.3867
1997,0.0,0.0,-5898.999
1997,0.0,0.0,-5757.213
1997,0.0,0.0,-5703.3906
1997,0.0,0.0,-5649.581
1997,0.0,0.0,-5561.569
1997,0.0,0.0,-5522.43
1997,0.0,0.0,-5409.9517
1997,0.0,0.0,-5380.585
1997,0.0,0.0,-5414.76
1997,0.0,0.0,-5380.5205
1997,0.0,0.0,-5326.7065
1997,0.0,0.0,-5272.8867
1997,0.0,0.0,-5331.512
1997,0.0,0.0,-5443.9194
1997,0.0,0.0,-5439.04
1997,0.0,0.0,-5438.997
1997,0.0,0.0,-5502.5225
1997,0.0,0.0,-5497.588
1997,0.0,0.0,-5497.5654
1997,0.0,0.0,-5517.0703
1997,0.0,0.0,-5497.502
1997,0.0,0.0,-5473.037
1997,0.0,0.0,-5438.796
1997,0.0,0.0,-5507.19
1997,0.0,0.0,-5472.9443
1997,0.0,0.0,-5453.3735
1997,0.0,0.0,-5448.4414
1997,0.0,0.0,-5599.916
1997,0.0,0.0,-5643.8896
1997,0.0,0.0,-5629.1826
1997,0.0,0.0,-5643.827
1997,0.0,0.0,-5653.6396
1997,0.0,0.0,-5761.2085
1997,0.0,0.0,-5863.824
1997,0.0,0.0,-5932.2397
1997,0.0,0.0,-5971.338
1997,0.0,0.0,-6034.868
1997,0.0,0.0,-6152.193
1997,0.0,0.0,-6122.8623
1997,0.0,0.0,-6078.853
1997,0.0,0.0,-6132.623
1997,0.0,0.0,-6088.632
1997,0.0,0.0,-6064.1533
1997,0.0,0.0,-6098.357
1997,0.0,0.0,-6093.462
1997,0.0,0.0,-6147.2197
1997,0.0,0.0,-6078.7754
1997,0.0,0.0,-6024.9717
1997,0.0,0.0,-5956.5137
1997,0.0,0.0,-5912.5166
1997,0.0,0.0,-5961.378
1997,0.0,0.0,-5971.1396
1997,0.0,0.0,-5917.3
1997,0.0,0.0,-5848.831
1997,0.0,0.0,-5814.606
1997,0.0,0.0,-5663.0635
1997,0.0,0.0,-5604.3555
1997,0.0,0.0,-5633.645
1997,0.0,0.0,-5677.615
1997,0.0,0.0,-5750.909
1997,0.0,0.0,-5750.8906
1997,0.0,0.0,-5741.091
1997,0.0,0.0,-5736.1533
1997,0.0,0.0,-5760.5654
1997,0.0,0.0,-5794.7783
1997,0.0,0.0,-5760.501
1997,0.0,0.0,-5701.793
1997,0.0,0.0,-5691.979
1997,0.0,0.0,-5667.508
1997,0.0,0.0,-5642.988
1997,0.0,0.0,-5506.0493
1997,0.0,0.0,-5481.5664
1997,0.0,0.0,-5447.297
1997,0.0,0.0,-5447.2256
1997,0.0,0.0,-5442.2676
1997,0.0,0.0,-5403.0747
1997,0.0,0.0,-5349.213
1997,0.0,0.0,-5349.1543
1997,0.0,0.0,-5300.1943
1997,0.0,0.0,-5236.5327
1997,0.0,0.0,-5168.0356
1997,0.0,0.0,-5128.8525
1997,0.0,0.0,-5123.9004
1997,0.0,0.0,-5123.844
1997,0.0,0.0,-5104.2334
1997,0.0,0.0,-5030.793
1997,0.0,0.0,-4981.798
1997,0.0,0.0,-4942.6104
1997,0.0,0.0,-4888.705
1997,0.0,0.0,-4834.8467
1997,0.0,0.0,-4859.2397
1997,0.0,0.0,-4810.253
1997,0.0,0.0,-4741.711
1997,0.0,0.0,-4770.9834
1997,0.0,0.0,-4829.589
1997,0.0,0.0,-4849.077
1997,0.0,0.0,-4765.8125
1997,0.0,0.0,-4643.445
1997,0.0,0.0,-4535.75
1997,0.0,0.0,-4462.2896
1997,0.0,0.0,-4447.5195
1997,0.0,0.0,-4466.9634
1997,0.0,0.0,-4510.922
1997,0.0,0.0,-4559.7754
1997,0.0,0.0,-4579.232
1997,0.0,0.0,-4618.2686
1997,0.0,0.0,-4618.1626
1997,0.0,0.0,-4706.117
1997,0.0,0.0,-4706.0107
1997,0.0,0.0,-4681.4463
1997,0.0,0.0,-4647.1123
1997,0.0,0.0,-4661.669
1997,0.0,0.0,-4597.952
1997,0.0,0.0,-4544.0283
1997,0.0,0.0,-4470.5293
1997,0.0,0.0,-4426.3833
1997,0.0,0.0,-4387.1494
1997,0.0,0.0,-4347.915
1997,0.0,0.0,-4269.5713
1997,0.0,0.0,-4249.9297
1997,0.0,0.0,-4215.59
1997,0.0,0.0,-4249.778
1997,0.0,0.0,-4239.928
1997,0.0,0.0,-4200.7104
1997,0.0,0.0,-4234.895
1997,0.0,0.0,-4264.1924
1997,0.0,0.0,-4224.992
1997,0.0,0.0,-4195.5684
1997,0.0,0.0,-4229.754
1997,0.0,0.0,-4239.478
1997,0.0,0.0,-4234.5483
1997,0.0,0.0,-4312.8203
1997,0.0,0.0,-4244.2188
1997,0.0,0.0,-4229.463
1997,0.0,0.0,-4229.4067
1997,0.0,0.0,-4131.464
1997,0.0,0.0,-4116.7446
1997,0.0,0.0,-4146.086
1997,0.0,0.0,-4194.9717
1997,0.0,0.0,-4243.8545
1997,0.0,0.0,-4317.214
1997,0.0,0.0,-4341.632
1997,0.0,0.0,-4282.8657
1997,0.0,0.0,-4224.06
1997,0.0,0.0,-4135.904
1997,0.0,0.0,-4130.9805
1997,0.0,0.0,-4067.31
1997,0.0,0.0,-4042.7832
1997,0.0,0.0,-4028.0452
1997,0.0,0.0,-4057.3718
1997,0.0,0.0,-4071.9937
1997,0.0,0.0,-4071.9458
1997,0.0,0.0,-4066.9946
1997,0.0,0.0,-4071.8599
1997,0.0,0.0,-4135.45
1997,0.0,0.0,-4169.676
1997,0.0,0.0,-4194.0977
1997,0.0,0.0,-4203.857
1997,0.0,0.0,-4233.1953
1997,0.0,0.0,-4257.634
1997,0.0,0.0,-4272.289
1997,0.0,0.0,-4267.339
1997,0.0,0.0,-4316.2656
1997,0.0,0.0,-4340.711
1997,0.0,0.0,-4458.162
1997,0.0,0.0,-4487.494
1997,0.0,0.0,-4502.151
1997,0.0,0.0,-4492.345
1997,0.0,0.0,-4428.6655
1997,0.0,0.0,-4389.461
1997,0.0,0.0,-4374.726
1997,0.0,0.0,-4345.3257
1997,0.0,0.0,-4262.0664
1997,0.0,0.0,-4203.297
1997,0.0,0.0,-4193.4873
1997,0.0,0.0,-4144.491
1997,0.0,0.0,-4119.99
1997,0.0,0.0,-4119.9546
1997,0.0,0.0,-4115.0283
1997,0.0,0.0,-4114.978
1997,0.0,0.0,-4119.849
1997,0.0,0.0,-4100.2383
1997,0.0,0.0,-4075.7314
1997,0.0,0.0,-4065.911
1997,0.0,0.0,-4056.1062
1997,0.0,0.0,-4051.1921
1997,0.0,0.0,-4036.4832
1997,0.0,0.0,-3977.7053
1997,0.0,0.0,-3972.785
1997,0.0,0.0,-3933.579
1997,0.0,0.0,-3884.5957
1997,0.0,0.0,-3889.4785
1997,0.0,0.0,-3884.5923
1997,0.0,0.0,-3899.2573
1997,0.0,0.0,-3869.8672
1997,0.0,0.0,-3845.3599
1997,0.0,0.0,-3776.8013
1997,0.0,0.0,-3664.1938
1997,0.0,0.0,-3625.0283
1997,0.0,0.0,-3605.4568
1997,0.0,0.0,-3590.7568
1997,0.0,0.0,-3585.8604
1997,0.0,0.0,-3576.0613
1997,0.0,0.0,-3551.5947
1997,0.0,0.0,-3556.5103
1997,0.0,0.0,-3605.461
1997,0.0,0.0,-3629.937
1997,0.0,0.0,-3605.4438
1997,0.0,0.0,-3600.5315
1997,0.0,0.0,-3629.9084
1997,0.0,0.0,-3669.083
1997,0.0,0.0,-3624.9998
1997,0.0,0.0,-3556.4438
1997,0.0,0.0,-3585.819
1997,0.0,0.0,-3634.7646
1997,0.0,0.0,-3561.3206
1997,0.0,0.0,-3517.248
1997,0.0,0.0,-3438.9072
1997,0.0,0.0,-3345.857
1997,0.0,0.0,-3331.1394
1997,0.0,0.0,-3331.1448
1997,0.0,0.0,-3306.6511
1997,0.0,0.0,-3272.3591
1997,0.0,0.0,-3233.1848
1997,0.0,0.0,-3198.926
1997,0.0,0.0,-3174.418
1997,0.0,0.0,-3140.1243
1997,0.0,0.0,-3164.5908
1997,0.0,0.0,-3140.1035
1997,0.0,0.0,-3135.2014
1997,0.0,0.0,-3120.5156
1997,0.0,0.0,-3130.2998
1997,0.0,0.0,-3096.0164
1997,0.0,0.0,-3096.0117
1997,0.0,0.0,-3051.9268
1997,0.0,0.0,-3120.475
1997,0.0,0.0,-3223.2793
1997,0.0,0.0,-3144.928
1997,0.0,0.0,-3081.2793
1997,0.0,0.0,-2944.1729
1997,0.0,0.0,-2914.7827
1997,0.0,0.0,-2895.1855
1997,0.0,0.0,-2885.3726
1997,0.0,0.0,-2885.3423
1997,0.0,0.0,-2841.2654
1997,0.0,0.0,-2807.0059
1997,0.0,0.0,-2787.419
1997,0.0,0.0,-2738.4712
1997,0.0,0.0,-2694.3748
1997,0.0,0.0,-2650.281
1997,0.0,0.0,-2606.1963
1997,0.0,0.0,-2615.999
1997,0.0,0.0,-2581.73
1997,0.0,0.0,-2606.2175
1997,0.0,0.0,-2581.7314
1997,0.0,0.0,-2586.607
1997,0.0,0.0,-2591.5024
1997,0.0,0.0,-2542.5203
1997,0.0,0.0,-2522.933
1997,0.0,0.0,-2518.033
1997,0.0,0.0,-2498.441
1997,0.0,0.0,-2508.2212
1997,0.0,0.0,-2464.1602
1997,0.0,0.0,-2410.2996
1997,0.0,0.0,-2405.383
1997,0.0,0.0,-2351.5322
1997,0.0,0.0,-2268.2808
1997,0.0,0.0,-2268.2637
1997,0.0,0.0,-2238.8875
1997,0.0,0.0,-2248.6506
1997,0.0,0.0,-2253.562
1997,0.0,0.0,-2194.8062
1997,0.0,0.0,-2170.3403
1997,0.0,0.0,-2155.644
1997,0.0,0.0,-2106.6978
1997,0.0,0.0,-2111.5962
1997,0.0,0.0,-2189.9272
1997,0.0,0.0,-2263.3809
1997,0.0,0.0,-2292.7656
1997,0.0,0.0,-2317.272
1997,0.0,0.0,-2415.1875
1997,0.0,0.0,-2444.5579
1997,0.0,0.0,-2439.6636
1997,0.0,0.0,-2473.9038
1997,0.0,0.0,-2449.42
1997,0.0,0.0,-2444.5193
1997,0.0,0.0,-2410.2349
1997,0.0,0.0,-2478.774
1997,0.0,0.0,-2517.9348
1997,0.0,0.0,-2498.3237
1997,0.0,0.0,-2498.3364
1997,0.0,0.0,-2522.8254
1997,0.0,0.0,-2561.9902
1997,0.0,0.0,-2581.5845
1997,0.0,0.0,-2513.0479
1997,0.0,0.0,-2517.9258
1997,0.0,0.0,-2508.1453
1997,0.0,0.0,-2483.6826
1997,0.0,0.0,-2464.1035
1997,0.0,0.0,-2424.9407
1997,0.0,0.0,-2380.8564
1997,0.0,0.0,-2385.7446
1997,0.0,0.0,-2385.7498
1997,0.0,0.0,-2380.8604
1997,0.0,0.0,-2356.3955
1997,0.0,0.0,-2307.4407
1997,0.0,0.0,-2258.5017
1997,0.0,0.0,-2287.872
1997,0.0,0.0,-2282.9985
1997,0.0,0.0,-2307.4824
1997,0.0,0.0,-2317.29
1997,0.0,0.0,-2302.65
1997,0.0,0.0,-2229.2295
1997,0.0,0.0,-2185.1804
1997,0.0,0.0,-2165.6091
1997,0.0,0.0,-2141.1484
1997,0.0,0.0,-2053.02
1997,0.0,0.0,-2028.5527
1997,0.0,0.0,-2023.6755
1997,0.0,0.0,-2018.7775
1997,0.0,0.0,-1999.2009
1997,0.0,0.0,-1994.3109
1997,0.0,0.0,-1994.3046
1997,0.0,0.0,-1994.3147
1997,0.0,0.0,-2028.6158
1997,0.0,0.0,-2072.6978
1997,0.0,0.0,-2092.293
1997,0.0,0.0,-2087.395
1997,0.0,0.0,-2092.308
1997,0.0,0.0,-2087.4292
1997,0.0,0.0,-2077.6372
1997,0.0,0.0,-2126.6216
1997,0.0,0.0,-2190.305
1997,0.0,0.0,-2200.1409
1997,0.0,0.0,-2224.675
1997,0.0,0.0,-2288.3293
1997,0.0,0.0,-2288.355
1997,0.0,0.0,-2273.6758
1997,0.0,0.0,-2239.4426
1997,0.0,0.0,-2136.6372
1997,0.0,0.0,-2151.3433
1997,0.0,0.0,-2146.503
1997,0.0,0.0,-2210.188
1997,0.0,0.0,-2205.3386
1997,0.0,0.0,-2175.9636
1997,0.0,0.0,-2298.381
1997,0.0,0.0,-2327.7769
1997,0.0,0.0,-2322.9307
1997,0.0,0.0,-2342.51
1997,0.0,0.0,-2352.3135
1997,0.0,0.0,-2376.8164
1997,0.0,0.0,-2411.0942
1997,0.0,0.0,-2391.5466
1997,0.0,0.0,-2371.974
1997,0.0,0.0,-2337.7427
1997,0.0,0.0,-2465.013
1997,0.0,0.0,-2528.6665
1997,0.0,0.0,-2616.7983
1997,0.0,0.0,-2636.377
1997,0.0,0.0,-2616.8125
1997,0.0,0.0,-2582.5808
1997,0.0,0.0,-2533.6475
1997,0.0,0.0,-2479.8223
1997,0.0,0.0,-2455.357
1997,0.0,0.0,-2425.9863
1997,0.0,0.0,-2416.1953
1997,0.0,0.0,-2396.6597
1997,0.0,0.0,-2382.0002
1997,0.0,0.0,-2352.645
1997,0.0,0.0,-2308.609
1997,0.0,0.0,-2362.4946
1997,0.0,0.0,-2362.5044
1997,0.0,0.0,-2387.0142
1997,0.0,0.0,-2362.566
1997,0.0,0.0,-2333.2134
1997,0.0,0.0,-2392.022
1997,0.0,0.0,-2367.5693
1997,0.0,0.0,-2338.2314
1997,0.0,0.0,-2343.1538
1997,0.0,0.0,-2338.2944
1997,0.0,0.0,-2411.751
1997,0.0,0.0,-2416.686
1997,0.0,0.0,-2382.4587
1997,0.0,0.0,-2382.4893
1997,0.0,0.0,-2402.1248
1997,0.0,0.0,-2343.397
1997,0.0,0.0,-2333.6365
1997,0.0,0.0,-2358.1392
1997,0.0,0.0,-2363.0815
1997,0.0,0.0,-2348.4282
1997,0.0,0.0,-2289.712
1997,0.0,0.0,-2182.056
1997,0.0,0.0,-2123.3418
1997,0.0,0.0,-2054.846
1997,0.0,0.0,-2045.0612
1997,0.0,0.0,-2084.2273
1997,0.0,0.0,-2040.1995
1997,0.0,0.0,-1996.1525
1997,0.0,0.0,-1986.4067
1997,0.0,0.0,-1942.3948
1997,0.0,0.0,-1903.26
1997,0.0,0.0,-1908.1868
1997,0.0,0.0,-1878.8629
1997,0.0,0.0,-1849.5044
1997,0.0,0.0,-1859.3083
1997,0.0,0.0,-1898.5137
1997,0.0,0.0,-1913.2147
1997,0.0,0.0,-1898.5819
1997,0.0,0.0,-1879.0116
1997,0.0,0.0,-1923.105
1997,0.0,0.0,-1981.8864
1997,0.0,0.0,-2025.9805
1997,0.0,0.0,-2050.4749
1997,0.0,0.0,-2045.5978
1997,0.0,0.0,-2045.6283
1997,0.0,0.0,-2045.6656
1997,0.0,0.0,-2035.9331
1997,0.0,0.0,-2050.623
1997,0.0,0.0,-2094.7217
1997,0.0,0.0,-2109.4517
1997,0.0,0.0,-2124.1772
1997,0.0,0.0,-2134.003
1997,0.0,0.0,-2182.9888
1997,0.0,0.0,-2183.022
1997,0.0,0.0,-2217.3208
1997,0.0,0.0,-2222.2646
1997,0.0,0.0,-2271.2417
1997,0.0,0.0,-2305.5671
1997,0.0,0.0,-2339.8672
1997,0.0,0.0,-2335.027
1997,0.0,0.0,-2339.9734
1997,0.0,0.0,-2344.9111
1997,0.0,0.0,-2349.861
1997,0.0,0.0,-2398.8618
1997,0.0,0.0,-2413.6226
1997,0.0,0.0,-2408.7683
1997,0.0,0.0,-2428.3958
1997,0.0,0.0,-2394.1753
1997,0.0,0.0,-2389.3394
1997,0.0,0.0,-2384.513
1997,0.0,0.0,-2404.1294
1997,0.0,0.0,-2443.3394
1997,0.0,0.0,-2428.703
1997,0.0,0.0,-2404.3027
1997,0.0,0.0,-2370.0815
1997,0.0,0.0,-2345.6663
1997,0.0,0.0,-2331.039
1997,0.0,0.0,-2340.8699
1997,0.0,0.0,-2321.3613
1997,0.0,0.0,-2316.5066
1997,0.0,0.0,-2316.5503
1997,0.0,0.0,-2326.4011
1997,0.0,0.0,-2316.648
1997,0.0,0.0,-2316.7112
1997,0.0,0.0,-2331.4155
1997,0.0,0.0,-2385.2974
1997,0.0,0.0,-2395.1406
1997,0.0,0.0,-2419.6812
1997,0.0,0.0,-2429.4922
1997,0.0,0.0,-2473.5815
1997,0.0,0.0,-2483.4053
1997,0.0,0.0,-2488.3503
1997,0.0,0.0,-2493.3086
1997,0.0,0.0,-2493.3462
1997,0.0,0.0,-2508.0815
1997,0.0,0.0,-2517.929
1997,0.0,0.0,-2513.1194
1997,0.0,0.0,-2508.2573
1997,0.0,0.0,-2518.0896
1997,0.0,0.0,-2518.1367
1997,0.0,0.0,-2503.5098
1997,0.0,0.0,-2498.687
1997,0.0,0.0,-2440.0244
1997,0.0,0.0,-2444.9653
1997,0.0,0.0,-2425.438
1997,0.0,0.0,-2425.5122
1997,0.0,0.0,-2415.7688
1997,0.0,0.0,-2410.9253
1997,0.0,0.0,-2401.1848
1997,0.0,0.0,-2391.4526
1997,0.0,0.0,-2376.8538
1997,0.0,0.0,-2352.4312
1997,0.0,0.0,-2332.9087
1997,0.0,0.0,-2308.4995
1997,0.0,0.0,-2279.204
1997,0.0,0.0,-2230.3394
1997,0.0,0.0,-2210.828
1997,0.0,0.0,-2186.4243
1997,0.0,0.0,-2186.4941
1997,0.0,0.0,-2181.6917
1997,0.0,0.0,-2191.528
1997,0.0,0.0,-2181.7856
1997,0.0,0.0,-2186.7456
1997,0.0,0.0,-2186.8179
1997,0.0,0.0,-2191.812
1997,0.0,0.0,-2186.9905
1997,0.0,0.0,-2177.2715
1997,0.0,0.0,-2182.2327
1997,0.0,0.0,-2182.3384
1997,0.0,0.0,-2172.626
1997,0.0,0.0,-2172.708
1997,0.0,0.0,-2163.001
1997,0.0,0.0,-2153.3215
1997,0.0,0.0,-2133.8577
1997,0.0,0.0,-2124.1196
1997,0.0,0.0,-2114.4207
1997,0.0,0.0,-2090.0408
1997,0.0,0.0,-2070.59
1997,0.0,0.0,-2051.077
1997,0.0,0.0,-2036.4905
1997,0.0,0.0,-2026.7747
1997,0.0,0.0,-2017.0675
1997,0.0,0.0,-2017.1711
1997,0.0,0.0,-2007.3878
1997,0.0,0.0,-1983.0022
1997,0.0,0.0,-1953.7524
1997,0.0,0.0,-1963.5923
1997,0.0,0.0,-1949.0222
1997,0.0,0.0,-1944.2217
1997,0.0,0.0,-1910.0714
1997,0.0,0.0,-1890.6001
1997,0.0,0.0,-1802.6871
1997,0.0,0.0,-1763.6157
1997,0.0,0.0,-1729.4702
1997,0.0,0.0,-1665.9879
1997,0.0,0.0,-1597.626
1997,0.0,0.0,-1548.8251
1997,0.0,0.0,-1544.0153
1997,0.0,0.0,-1514.764
1997,0.0,0.0,-1490.3794
1997,0.0,0.0,-1466.0496
1997,0.0,0.0,-1431.9319
1997,0.0,0.0,-1417.3419
1997,0.0,0.0,-1373.4277
1997,0.0,0.0,-1231.6849
1997,0.0,0.0,-1133.9879
1997,0.0,0.0,-1070.493
1997,0.0,0.0,-972.7605
1997,0.0,0.0,-909.28394
1997,0.0,0.0,-855.5962
1997,0.0,0.0,-826.3342
1997,0.0,0.0,-787.3102
1997,0.0,0.0,-782.51044
1997,0.0,0.0,-787.50977
1997,0.0,0.0,-792.4994
1997,0.0,0.0,-768.11914
1997,0.0,0.0,-738.8805
1997,0.0,0.0,-738.9435
1997,0.0,0.0,-743.9144
1997,0.0,0.0,-748.8971
1997,0.0,0.0,-763.64575
1997,0.0,0.0,-758.8679
1997,0.0,0.0,-773.6289
1997,0.0,0.0,-768.8598
1997,0.0,0.0,-759.18317
1997,0.0,0.0,-769.0707
1997,0.0,0.0,-734.917
1997,0.0,0.0,-715.4579
1997,0.0,0.0,-691.12976
1997,0.0,0.0,-647.22955
1997,0.0,0.0,-583.8015
1997,0.0,0.0,-495.886
1997,0.0,0.0,-437.34985
1997,0.0,0.0,-403.20648
1997,0.0,0.0,-393.5211
1997,0.0,0.0,-383.86862
1997,0.0,0.0,-379.10602
1997,0.0,0.0,-389.02542
1997,0.0,0.0,-379.35504
1997,0.0,0.0,-359.88977
1997,0.0,0.0,-364.8683
1997,0.0,0.0,-360.0774
1997,0.0,0.0,-369.93893
1997,0.0,0.0,-404.27615
1997,0.0,0.0,-419.055
1997,0.0,0.0,-424.04846
1997,0.0,0.0,-414.4093
1997,0.0,0.0,-399.87527
1997,0.0,0.0,-385.3352
1997,0.0,0.0,-390.3412
1997,0.0,0.0,-380.70844
1997,0.0,0.0,-419.99194
1997,0.0,0.0,-415.21155
1997,0.0,0.0,-405.5246
1997,0.0,0.0,-386.10577
1997,0.0,0.0,-396.01428
1997,0.0,0.0,-376.5784
1997,0.0,0.0,-357.1348
1997,0.0,0.0,-327.91458
1997,0.0,0.0,-303.59576
1997,0.0,0.0,-342.84033
1997,0.0,0.0,-347.87762
1997,0.0,0.0,-338.22064
1997,0.0,0.0,-338.35733
1997,0.0,0.0,-343.43082
1997,0.0,0.0,-338.6676
1997,0.0,0.0,-343.67953
1997,0.0,0.0,-324.2939
1997,0.0,0.0,-314.6497
1997,0.0,0.0,-314.79044
1997,0.0,0.0,-319.75632
1997,0.0,0.0,-314.95117
1997,0.0,0.0,-310.1977
1997,0.0,0.0,-295.69708
1997,0.0,0.0,-271.37714
1997,0.0,0.0,-251.93521
1997,0.0,0.0,-232.51334
1997,0.0,0.0,-237.55515
1997,0.0,0.0,-218.17926
1997,0.0,0.0,-242.72661
1997,0.0,0.0,-237.97786
1997,0.0,0.0,-238.1328
1997,0.0,0.0,-248.04662
1997,0.0,0.0,-257.91525
1997,0.0,0.0,-262.9337
1997,0.0,0.0,-253.31995
1997,0.0,0.0,-243.68115
1997,0.0,0.0,-234.0925
1997,0.0,0.0,-239.09348
1997,0.0,0.0,-244.1113
1997,0.0,0.0,-254.01819
1997,0.0,0.0,-263.86322
1997,0.0,0.0,-254.21394
1997,0.0,0.0,-239.6824
1997,0.0,0.0,-215.38411
