1997,1998,1999,2000,2001
-2264.1123,-2269.2283,-2269.3281,-2279.0288,-2274.0264
-2264.1133,-2274.117,-2284.006,-2259.451,-2259.33
-2229.8447,-2239.843,-2235.0415,-2230.074,-2215.288
-2244.5234,-2244.7363,-2254.6162,-2244.733,-2229.9614
-2229.8298,-2249.6516,-2244.834,-2239.855,-2234.8638
-2175.9553,-2205.5522,-2195.8738,-2210.4668,-2195.6804
-2161.277,-2176.1775,-2176.2932,-2185.975,-2166.3057
-2136.7825,-2137.0024,-2161.6135,-2141.9058,-2141.8235
-2092.7317,-2107.6318,-2112.675,-2097.8599,-2097.7676
-2092.7124,-2107.631,-2122.4504,-2102.7336,-2107.5603
-2185.697,-2190.842,-2186.0823,-2185.9536,-2185.877
-2249.3347,-2269.156,-2264.3828,-2264.2832,-2259.2869
-2293.3809,-2303.3936,-2308.4358,-2293.6362,-2288.647
-2308.077,-2318.0718,-2323.1228,-2323.004,-2327.841
-2410.8506,-2420.8477,-2435.6743,-2430.6792,-2425.7117
-2430.4202,-2450.2,-2455.25,-2450.2498,-2440.3723
-2435.2935,-2440.3848,-2445.4492,-2450.21,-2440.3506
-2449.9546,-2469.7576,-2460.115,-2450.2026,-2445.238
-2420.5408,-2440.378,-2440.502,-2420.7998,-2420.767
-2449.9023,-2469.7466,-2469.8577,-2440.3735,-2459.904
-2391.1445,-2450.159,-2450.2583,-2430.5737,-2435.4238
-2449.8892,-2479.504,-2469.8206,-2474.6091,-2459.878
-2508.6392,-2513.7656,-2528.5723,-2513.7766,-2518.6255
-2493.9277,-2494.1528,-2499.142,-2508.846,-2513.7012
-2498.8105,-2503.9375,-2499.1147,-2503.922,-2503.9058
-2508.5881,-2523.5164,-2518.687,-2523.4915,-2518.586
-2557.5127,-2562.6753,-2562.7449,-2557.7568,-2562.6309
-2557.4917,-2572.4607,-2572.525,-2562.643,-2572.4043
-2498.7302,-2513.704,-2518.671,-2513.685,-2513.6587
-2508.5015,-2518.604,-2518.661,-2518.5588,-2523.4355
-2498.6846,-2513.7007,-2513.7583,-2513.6614,-2513.6406
-2488.8872,-2484.3372,-2489.296,-2484.278,-2479.3755
-2444.787,-2469.6501,-2459.9026,-2464.664,-2469.5674
-2415.3877,-2430.5122,-2430.5276,-2435.299,-2440.206
-2376.2195,-2386.457,-2386.4849,-2381.4436,-2381.4795
-2381.107,-2391.3425,-2391.4075,-2391.2385,-2381.4878
-2385.995,-2386.4524,-2386.5283,-2381.4565,-2386.4263
-2381.0444,-2381.5603,-2386.5066,-2381.4563,-2376.603
-2332.0767,-2361.9797,-2362.0635,-2361.8882,-2366.8223
-2302.6643,-2313.0203,-2308.2258,-2312.9182,-2303.1675
-2263.4927,-2264.085,-2269.093,-2264.001,-2259.1357
-2278.1338,-2288.55,-2298.474,-2293.3315,-2298.2732
-2278.1045,-2283.666,-2283.795,-2273.7485,-2283.5942
-2292.7944,-2303.2605,-2308.287,-2298.2332,-2293.4065
-2317.243,-2317.935,-2318.0964,-2322.7378,-2317.8955
-2297.6543,-2317.9514,-2313.235,-2322.777,-2313.048
-2224.191,-2234.705,-2234.9016,-2239.557,-2229.831
-2189.894,-2195.555,-2195.7454,-2195.4915,-2195.5635
-2160.5059,-2166.1912,-2166.38,-2161.2336,-2161.3013
-2136.0413,-2131.921,-2132.1238,-2146.5906,-2127.0479
-2047.8839,-2043.7874,-2053.7869,-2053.5845,-2043.812
-2028.2756,-2029.0989,-2029.3214,-2029.1001,-2034.0311
-2008.7039,-2019.3278,-2019.5563,-2024.2097,-2024.2485
-2013.603,-2024.2571,-2024.471,-2019.3369,-2019.3677
-2013.6074,-2004.717,-2004.923,-2004.6848,-2004.7133
-1998.905,-2004.7147,-2009.8165,-1999.7869,-2004.6957
-2003.7979,-1999.8372,-2000.05,-1999.8042,-1999.8254
-2003.8082,-2004.7725,-2004.9835,-2004.7402,-2004.7167
-2033.1804,-2029.2766,-2029.4805,-2029.2408,-2034.1133
-2072.3704,-2078.2822,-2078.4724,-2078.2283,-2068.3984
-2106.6611,-2102.7783,-2102.9744,-2102.7578,-2107.5657
-2087.0732,-2093.0369,-2093.2312,-2092.9915,-2092.896
-2096.8704,-2097.986,-2098.1743,-2093.0364,-2097.8123
-2082.2073,-2083.378,-2088.423,-2078.4053,-2083.183
-2072.404,-2068.715,-2073.7595,-2078.4263,-2073.3992
-2131.1677,-2132.401,-2132.5317,-2137.2158,-2132.152
-2194.797,-2191.186,-2196.199,-2186.2256,-2186.0278
-2199.7043,-2201.0483,-2206.0293,-2196.0598,-2205.6367
-2229.0977,-2230.488,-2230.552,-2220.5933,-2225.271
-2307.422,-2323.5525,-2318.6885,-2323.4246,-2328.1
-2282.966,-2313.8013,-2308.9346,-2323.4534,-2313.454
-2278.0671,-2284.488,-2279.5884,-2284.3042,-2279.2017
-2248.7112,-2264.9722,-2260.0488,-2264.756,-2274.3354
-2145.8826,-2152.3735,-2152.3516,-2166.8257,-2166.6318
-2150.7856,-2157.2778,-2162.1602,-2152.145,-2142.1675
-2165.5112,-2152.4255,-2176.8906,-2176.665,-2156.895
-2224.2634,-2196.509,-2245.437,-2230.547,-2196.0918
-2214.4946,-2201.3982,-2230.7856,-2225.6746,-2196.129
-2234.0676,-2186.7017,-2216.0852,-2196.274,-2186.3152
-2327.085,-2299.301,-2328.6826,-2333.359,-2298.919
-2346.6672,-2323.7578,-2343.367,-2372.4973,-2323.3762
-2371.1587,-2358.0312,-2372.754,-2372.512,-2352.7607
-2366.264,-2377.5547,-2382.4995,-2372.488,-2352.7354
-2380.9495,-2397.1042,-2392.2815,-2392.052,-2362.5195
-2415.2307,-2421.5496,-2421.6348,-2421.4177,-2421.2666
-2459.2942,-2470.4658,-2470.5696,-2470.3804,-2460.4116
-2415.2393,-2426.3696,-2426.4697,-2431.2007,-2416.3347
-2376.0408,-2401.8352,-2401.9517,-2406.693,-2401.6304
-2366.248,-2367.5273,-2367.6475,-2396.8596,-2377.143
-2464.1567,-2470.2974,-2480.2131,-2480.0781,-2465.2673
-2527.8074,-2548.6074,-2538.9487,-2553.4941,-2543.5815
-2615.9226,-2641.583,-2641.7388,-2636.7031,-2636.5835
-2611.0264,-2641.5361,-2641.726,-2641.5767,-2641.4778
-2606.1265,-2631.7192,-2651.4805,-2646.4353,-2646.3513
-2581.6406,-2602.321,-2597.6025,-2612.1514,-2607.1812
-2522.8755,-2548.4348,-2548.6313,-2543.5815,-2548.42
-2459.1848,-2489.6216,-2480.0513,-2489.6628,-2484.736
-2454.267,-2470.018,-2470.2383,-2474.9536,-2470.0088
-2434.6855,-2450.4058,-2450.632,-2450.462,-2450.4124
-2419.9912,-2421.0127,-2421.2395,-2425.9521,-2421.0176
-2405.3125,-2411.2085,-2411.4346,-2416.167,-2416.128
-2400.4038,-2386.6997,-2406.497,-2401.434,-2406.3115
-2341.6553,-2362.195,-2367.3237,-2367.1555,-2367.1362
-2336.753,-2327.9106,-2333.0488,-2337.7705,-2337.7485
-2385.745,-2371.976,-2382.0176,-2381.8345,-2372.0464
-2380.8257,-2381.7207,-2391.79,-2376.9136,-2386.733
-2390.6316,-2406.2095,-2411.3838,-2406.2788,-2396.5166
-2380.8452,-2381.7317,-2386.9028,-2381.7712,-2376.9346
-2371.0557,-2376.827,-2381.9883,-2367.054,-2381.8018
-2385.7659,-2396.4058,-2386.8872,-2396.4507,-2401.3887
-2371.0781,-2381.6885,-2381.9817,-2381.712,-2381.7898
-2356.3936,-2357.2224,-2362.396,-2362.1367,-2347.512
-2361.3,-2347.43,-2372.1897,-2362.136,-2347.5322
-2366.2336,-2362.144,-2377.1123,-2367.0537,-2367.1172
-2439.6973,-2445.3582,-2460.329,-2455.1938,-2445.4197
-2429.9097,-2435.563,-2440.7656,-2440.4883,-2425.864
-2400.564,-2396.4019,-2401.6084,-2401.3108,-2396.4854
-2400.5825,-2396.42,-2401.6316,-2401.315,-2396.469
-2400.6318,-2406.2517,-2416.338,-2416.03,-2406.2695
-2356.5774,-2362.1858,-2362.4749,-2371.963,-2362.2144
-2327.2327,-2342.603,-2342.902,-2347.4824,-2342.6353
-2356.626,-2381.7803,-2382.0906,-2386.6655,-2376.912
-2366.439,-2362.2126,-2367.4272,-2367.1255,-2362.257
-2332.163,-2381.8154,-2391.9143,-2391.6177,-2372.0557
-2307.7046,-2313.3022,-2308.6858,-2313.3042,-2308.4229
-2155.9546,-2190.8997,-2205.8809,-2205.6194,-2195.8215
-2107.0032,-2141.9517,-2147.127,-2146.8906,-2146.8716
-2038.5082,-2078.3425,-2083.5017,-2088.17,-2078.3525
-2043.4248,-2058.7432,-2063.9253,-2058.787,-2053.8677
-2072.8203,-2088.1274,-2083.5164,-2083.3076,-2078.372
-2053.2666,-2058.7817,-2059.075,-2063.743,-2034.3196
-2004.3218,-1995.1365,-1995.4276,-2009.8649,-2000.0531
-1994.5562,-1995.1641,-1995.4199,-2004.9702,-1990.2656
-1940.7422,-1960.9067,-1961.1843,-1965.8435,-1965.7905
-1921.1897,-1916.8416,-1917.1372,-1926.6913,-1911.938
-1916.326,-1916.8628,-1922.054,-1936.5101,-1916.8601
-1891.8859,-1882.6482,-1887.8201,-1897.3855,-1872.844
-1862.5154,-1853.2764,-1853.5481,-1863.1387,-1848.3832
-1872.3517,-1882.6736,-1882.9385,-1892.5419,-1867.9624
-1911.5583,-1912.0808,-1912.343,-1921.9462,-1907.1663
-1926.287,-1926.7712,-1917.28,-1931.7681,-1921.8889
-1921.4336,-1912.1182,-1902.627,-1922.0258,-1902.3347
-1887.1401,-1882.7212,-1883.0321,-1907.3307,-1877.8362
-1950.8271,-1941.5046,-1936.8975,-1956.3108,-1926.8206
-1990.0303,-1995.3927,-1990.7761,-1995.5333,-1980.71
-2034.1454,-2034.5992,-2029.9819,-2039.6525,-2019.9194
-2053.73,-2049.3032,-2049.57,-2059.2466,-2044.3972
-2053.7664,-2054.2175,-2049.5881,-2059.2627,-2039.5381
-2044.0043,-2049.3457,-2044.7251,-2049.502,-2039.5784
-2058.71,-2049.3672,-2049.6377,-2059.3152,-2049.389
-2044.0669,-2039.6055,-2030.1058,-2044.6765,-2039.6271
-2053.874,-2064.0796,-2054.5908,-2059.3962,-2049.4048
-2097.9717,-2098.3857,-2093.7778,-2098.5693,-2103.2664
-2112.6938,-2132.7073,-2118.2773,-2127.942,-2113.0806
-2137.2017,-2142.5396,-2128.096,-2137.7515,-2127.7935
-2142.165,-2152.3599,-2147.6992,-2152.4878,-2142.511
-2186.2405,-2196.4463,-2191.7725,-2186.7686,-2186.6086
-2196.058,-2206.268,-2196.684,-2191.6765,-2186.6519
-2205.891,-2216.0981,-2216.2935,-2216.1646,-2211.1787
-2215.7297,-2230.838,-2226.1353,-2226.0059,-2216.128
-2274.495,-2289.601,-2279.9937,-2289.6655,-2279.7974
-2313.6855,-2309.2283,-2314.2983,-2309.2642,-2309.2126
-2328.3906,-2338.6287,-2328.9956,-2328.8872,-2338.622
-2328.4214,-2343.555,-2333.9392,-2338.712,-2328.8667
-2338.2427,-2343.5974,-2338.8628,-2338.7463,-2333.7964
-2338.2874,-2343.6248,-2338.8901,-2338.768,-2343.6301
-2353.014,-2363.2449,-2348.7192,-2353.4885,-2353.45
-2406.911,-2417.151,-2402.6099,-2407.385,-2397.561
-2426.5464,-2426.9983,-2427.1465,-2427.0186,-2412.293
-2426.5637,-2427.0273,-2412.4927,-2422.1443,-2422.1091
-2421.7112,-2431.9648,-2437.0142,-2427.0886,-2431.9443
-2387.479,-2397.7156,-2388.0952,-2397.734,-2397.709
-2392.4253,-2392.8606,-2388.131,-2387.973,-2392.844
-2382.6929,-2383.126,-2383.2876,-2383.1172,-2383.097
-2402.2905,-2402.7207,-2402.8794,-2397.8254,-2397.8115
-2441.4954,-2446.823,-2446.9685,-2441.9414,-2441.9116
-2426.847,-2427.2808,-2427.4255,-2427.292,-2427.2769
-2402.4297,-2407.751,-2407.8994,-2402.8599,-2402.854
-2358.3975,-2373.5056,-2368.773,-2373.4958,-2368.626
-2338.842,-2349.0386,-2344.327,-2349.051,-2349.0728
-2329.067,-2329.4814,-2329.6917,-2329.5112,-2329.5085
-2338.8916,-2334.4075,-2344.4043,-2344.2263,-2334.4324
-2319.3804,-2324.665,-2319.977,-2324.672,-2319.7852
-2309.6099,-2309.9827,-2315.0952,-2314.8906,-2314.9092
-2314.5496,-2319.8157,-2320.0308,-2319.8323,-2319.8542
-2314.591,-2324.75,-2324.9495,-2324.7637,-2324.7678
-2309.743,-2315.0024,-2315.202,-2314.999,-2310.1177
-2309.7874,-2315.0452,-2315.2297,-2315.0217,-2310.161
-2329.3962,-2329.7837,-2329.9539,-2329.7468,-2329.7834
-2388.174,-2393.4587,-2383.8235,-2388.5225,-2388.558
-2402.8862,-2403.2827,-2408.3394,-2408.143,-2398.3752
-2417.6313,-2413.119,-2418.169,-2422.8867,-2413.1062
-2422.5732,-2418.0352,-2437.779,-2408.2344,-2408.237
-2461.767,-2462.139,-2472.0781,-2467.0012,-2462.1306
-2491.192,-2486.6675,-2491.6997,-2491.509,-2481.7356
-2481.4377,-2481.8044,-2481.9539,-2486.6729,-2486.6575
-2476.5962,-2491.646,-2481.986,-2491.628,-2481.792
-2491.3262,-2486.815,-2491.8325,-2491.6802,-2491.6245
-2496.2827,-2511.3408,-2511.4473,-2506.3862,-2511.2378
-2511.025,-2516.281,-2516.3853,-2511.314,-2516.1792
-2515.9688,-2516.3364,-2521.3083,-2521.1604,-2516.223
-2491.5354,-2511.466,-2506.633,-2506.5027,-2501.5747
-2511.1218,-2516.4043,-2526.255,-2516.3218,-2516.3003
-2516.0608,-2511.546,-2516.5105,-2516.3726,-2516.3484
-2501.4136,-2506.7043,-2506.761,-2506.6262,-2506.5942
-2477.0078,-2496.9644,-2497.0388,-2496.8987,-2496.8584
-2437.8882,-2438.249,-2438.3425,-2438.166,-2438.1465
-2437.9292,-2443.1675,-2443.2654,-2443.0527,-2443.0488
-2418.389,-2413.8281,-2428.6196,-2423.521,-2423.5037
-2423.3538,-2418.7832,-2423.7942,-2418.6978,-2418.678
-2413.5913,-2413.9246,-2409.1506,-2408.9336,-2404.0312
-2408.7415,-2399.2722,-2404.2961,-2404.0752,-2404.0574
-2398.9995,-2399.3276,-2399.4263,-2399.21,-2399.1865
-2384.3613,-2384.7124,-2384.7808,-2389.4915,-2389.4473
-2374.6553,-2374.9915,-2375.0532,-2374.871,-2374.8271
-2345.3264,-2350.5667,-2350.6113,-2350.4255,-2350.3857
-2320.9265,-2321.2395,-2331.0835,-2330.8745,-2325.9375
-2301.4146,-2306.6052,-2311.5693,-2316.2307,-2316.205
-2262.317,-2267.4873,-2262.6648,-2277.0981,-2272.191
-2223.2373,-2233.286,-2228.4463,-2228.1787,-2228.1694
-2198.8064,-2189.284,-2199.1345,-2193.9548,-2203.7397
-2184.1702,-2184.4307,-2184.5056,-2184.179,-2184.2153
-2184.2227,-2174.6953,-2184.544,-2184.2249,-2184.2632
-2179.3997,-2169.8655,-2179.7212,-2179.3782,-2179.4272
-2179.4448,-2179.6946,-2184.6406,-2184.2993,-2189.2388
-2179.4902,-2179.7363,-2179.8164,-2179.4631,-2179.4976
-2184.4434,-2179.788,-2184.781,-2184.3867,-2184.4185
-2189.3945,-2189.61,-2189.7385,-2189.3147,-2189.3687
-2184.5662,-2184.7942,-2184.9038,-2184.4553,-2189.4407
-2184.6167,-2184.8508,-2184.9543,-2184.507,-2184.5986
-2174.8918,-2175.1128,-2175.2087,-2174.7637,-2174.8657
-2179.8687,-2180.0796,-2180.156,-2179.728,-2174.9314
-2179.9531,-2180.157,-2180.228,-2179.7786,-2179.8906
-2170.2417,-2170.426,-2170.4968,-2170.0476,-2170.167
-2160.527,-2170.497,-2170.5723,-2165.1953,-2170.23
-2160.59,-2160.7595,-2160.86,-2160.3433,-2160.5254
-2150.891,-2151.0242,-2151.1484,-2150.6167,-2150.804
-2136.3223,-2136.4087,-2136.5605,-2136.0132,-2136.204
-2116.8252,-2121.769,-2121.9202,-2121.3772,-2121.5698
-2107.1326,-2107.1416,-2117.067,-2101.8647,-2111.8386
-2082.777,-2092.5142,-2087.7634,-2082.3545,-2087.4387
-2063.3057,-2063.2239,-2063.3735,-2067.7603,-2067.9587
-2043.8013,-2048.6052,-2048.761,-2048.2266,-2048.4248
-2034.0942,-2033.9885,-2034.1533,-2033.5933,-2033.802
-2024.3914,-2029.1614,-2029.3301,-2028.7734,-2028.9688
-2014.7048,-2024.322,-2024.5048,-2023.9512,-2024.1449
-2014.8182,-2019.5,-2019.6941,-2014.2534,-2014.4558
-2000.2051,-1999.9531,-2005.0531,-2004.5071,-2004.7142
-1980.7112,-1980.4385,-1980.6381,-1980.1055,-1980.2979
-1971.0245,-1970.7058,-1970.9048,-1970.3767,-1970.5709
-1966.2297,-1965.8835,-1966.0674,-1965.558,-1965.7661
-1951.6573,-1951.2734,-1951.4757,-1950.9553,-1951.1843
-1927.2822,-1931.7615,-1936.8737,-1936.3293,-1941.4392
-1902.8972,-1907.3716,-1912.4983,-1911.9341,-1912.1572
-1873.6235,-1887.8989,-1888.1228,-1887.5702,-1887.7915
-1785.6584,-1795.0654,-1805.0693,-1804.4828,-1799.8247
-1756.3926,-1756.0027,-1761.1357,-1760.5228,-1760.754
-1707.5553,-1716.9453,-1712.2979,-1721.468,-1726.5901
-1658.7258,-1658.3323,-1663.4568,-1662.8418,-1663.0608
-1595.2327,-1594.8276,-1595.0408,-1594.4219,-1594.6633
-1546.4172,-1545.9998,-1546.2095,-1545.5906,-1545.8225
-1531.8191,-1541.1802,-1541.386,-1540.7708,-1540.9896
-1497.6721,-1516.8033,-1517.0001,-1516.4,-1516.5822
-1483.0778,-1487.5436,-1482.832,-1487.1289,-1482.427
-1453.836,-1463.1897,-1463.3386,-1462.779,-1462.9601
-1429.4706,-1424.1473,-1434.0758,-1433.5249,-1433.6843
-1405.1074,-1414.4429,-1414.5881,-1414.0518,-1414.2192
-1346.5144,-1350.942,-1351.0729,-1365.2145,-1370.2599
-1209.6436,-1218.9838,-1223.9988,-1223.4514,-1223.6056
-1107.0237,-1131.0424,-1126.2507,-1125.7319,-1130.7733
-1043.5245,-1062.6484,-1062.7294,-1067.0999,-1067.2665
-950.66943,-964.9097,-974.74475,-974.2438,-974.4374
-906.7401,-911.1877,-911.23804,-910.7533,-910.94507
-833.48804,-847.7149,-847.76355,-852.1877,-847.4593
-784.66174,-789.12256,-798.9524,-822.9558,-823.0791
-770.08105,-774.53845,-784.37885,-783.93555,-779.1571
-779.9723,-779.5456,-779.57324,-779.1697,-779.2484
-770.30084,-779.64734,-784.5543,-774.38916,-784.2422
-789.99097,-789.552,-789.59375,-784.3336,-789.24854
-760.74036,-765.2029,-765.2379,-764.8557,-764.8602
-736.3741,-735.9621,-735.9938,-730.72375,-735.62177
-736.4895,-736.0727,-736.1049,-735.7245,-730.83923
-736.5791,-741.0687,-741.0962,-740.71094,-740.71716
-741.59436,-746.07446,-751.0134,-745.7535,-745.7224
-761.2632,-760.8581,-760.91846,-760.55994,-760.48376
-756.4751,-756.0947,-756.13605,-755.79034,-755.68835
-766.3544,-766.00415,-770.90814,-770.5818,-765.56506
-761.5792,-766.15796,-761.2285,-765.8119,-765.69165
-756.79004,-756.49207,-756.41626,-756.17126,-756.00366
-756.9187,-766.3857,-766.29846,-766.07513,-765.88416
-722.78906,-732.26465,-732.15454,-731.96814,-731.7711
-708.22974,-712.8136,-712.6976,-722.31104,-707.4324
-688.79517,-693.3971,-688.39105,-693.1116,-692.9075
-615.5694,-629.94116,-634.7119,-644.3439,-644.09894
-566.78064,-571.3568,-576.16223,-580.91943,-590.41986
-488.66058,-493.2261,-493.16272,-493.04465,-492.7263
-435.02472,-434.6897,-434.61505,-434.52887,-434.18317
-391.12332,-395.69153,-395.58936,-395.55487,-395.13898
-386.37482,-390.94775,-390.79712,-390.8033,-385.4577
-381.62387,-381.2779,-381.11807,-381.16525,-380.6778
-386.6562,-381.4317,-376.3559,-376.41434,-385.70972
-386.82715,-386.46652,-386.29065,-386.3592,-385.84036
-377.137,-376.79987,-376.60425,-376.70355,-376.1692
-352.8015,-352.46365,-352.28406,-352.375,-351.83057
-362.72003,-362.37543,-362.17923,-362.31308,-361.73163
-357.97772,-362.5612,-357.43762,-362.48596,-361.89148
-367.90643,-367.57257,-372.24554,-367.53503,-371.82327
-397.37555,-397.06128,-401.73087,-397.03174,-396.38434
-417.07773,-416.76096,-416.57425,-406.98087,-416.06287
-417.22064,-421.8036,-421.60657,-421.82812,-421.0989
-407.623,-412.16498,-412.02277,-412.2124,-411.505
-393.1015,-392.7419,-397.5236,-397.70392,-396.96082
-383.4718,-388.0108,-383.0303,-388.0687,-382.48004
-383.65298,-388.17175,-388.06848,-388.23303,-387.5239
-378.93274,-373.6718,-378.4404,-378.64105,-377.9196
-413.3135,-412.96368,-417.73035,-413.0324,-417.21478
-408.57336,-413.15012,-412.98993,-413.19888,-407.5869
-403.8161,-403.531,-393.59793,-403.593,-397.97565
-384.43597,-384.15015,-383.9723,-384.20996,-383.4654
-384.6081,-394.12756,-393.93817,-394.20428,-383.64648
-365.1881,-369.84326,-374.53564,-369.93814,-373.99646
-350.65936,-355.3175,-355.16003,-355.42078,-354.59946
-321.45795,-321.24048,-325.9636,-321.3685,-325.40256
-306.9201,-306.74335,-306.5871,-297.06006,-305.9878
-316.85812,-336.25677,-331.21982,-341.20663,-340.3497
-341.44345,-346.20743,-346.07068,-346.25244,-335.60986
-336.71295,-336.5804,-336.4647,-331.75223,-330.90176
-336.86768,-336.73843,-336.6087,-331.9269,-335.95697
-341.89905,-341.8003,-341.65616,-341.91824,-341.03046
-337.1414,-332.17578,-336.9057,-337.2342,-331.39597
-342.1772,-342.08435,-341.93512,-342.28717,-341.3313
-322.7707,-322.67224,-322.5208,-318.00632,-317.02448
-318.03625,-317.92618,-312.9035,-318.14502,-312.27606
-313.33594,-313.1988,-313.07135,-313.42493,-312.4527
-318.33218,-318.22296,-318.08777,-313.55536,-312.59845
-313.56143,-313.476,-313.33365,-313.6739,-312.75485
-308.8013,-308.75543,-308.5593,-308.9223,-307.98688
-294.30566,-294.23242,-294.0517,-294.41537,-293.44556
-269.99347,-269.94525,-264.86188,-270.10876,-264.25717
-255.44899,-250.52698,-250.33405,-250.67418,-249.72775
-226.26152,-231.11961,-230.93037,-231.25897,-225.42268
-221.50006,-236.13538,-231.06517,-231.3971,-235.35416
-216.7665,-216.7543,-216.52686,-212.02184,-211.10602
-241.31987,-241.31406,-241.09908,-236.55354,-235.66917
-236.55432,-236.56894,-236.32477,-236.66736,-235.79912
-236.65915,-236.72949,-236.45752,-236.79271,-235.95367
-246.54106,-246.66199,-246.37773,-246.68486,-245.88625
-256.4689,-256.60092,-256.30145,-256.60638,-255.8308
-261.49008,-261.6257,-261.3537,-261.57718,-260.8662
-251.84747,-251.97092,-251.73174,-251.92957,-251.21791
-242.17964,-242.3078,-242.07932,-242.25917,-241.59503
-232.56357,-232.69937,-232.47087,-232.61797,-231.96014
-237.57751,-237.73029,-237.49443,-237.6204,-236.9892
-242.57413,-247.63818,-247.39677,-247.52155,-246.88904
-247.61726,-252.63629,-252.40805,-252.53743,-247.02736
-262.39566,-267.42374,-262.31656,-267.3487,-261.83258
-252.7589,-252.92273,-252.71509,-252.84346,-252.2354
-233.36087,-238.41214,-243.07397,-243.18756,-242.61996
-213.97615,-214.10718,-213.89738,-213.99303,-213.45557
-194.55524,-194.68094,-194.48175,-194.5586,-194.05511
-189.80725,-189.95769,-189.76082,-189.79059,-189.32626
-175.24277,-175.423,-175.2144,-175.21823,-174.7791
-165.5794,-160.87614,-165.54848,-165.53964,-165.09436
-180.34952,-180.52939,-180.34328,-180.3158,-179.84383
-170.67021,-170.86551,-170.71109,-170.62383,-170.2016
-161.05415,-161.23058,-161.09343,-160.95161,-160.59166
-166.0229,-166.21909,-166.05447,-165.89694,-165.58481
-239.39845,-244.49146,-244.33615,-244.17189,-243.8966
-229.73328,-229.9153,-229.80148,-229.6375,-224.46577
-234.73262,-230.06236,-239.69516,-229.78116,-229.49081
-229.94319,-239.92094,-244.68546,-239.63707,-244.26106
-215.35121,-215.57841,-225.2445,-225.09337,-229.70251
-161.68651,-161.93286,-171.58397,-171.4369,-171.15363
-137.35669,-137.58226,-137.46568,-137.3121,-137.04837
-137.49667,-127.92638,-127.82064,-127.64358,-127.384964
-152.22878,-142.67442,-147.46338,-142.37741,-142.12714
-152.30592,-132.98347,-147.57034,-137.5653,-142.22656
-152.41698,-152.61433,-152.57639,-152.31267,-152.07413
-152.54106,-147.8633,-147.8302,-147.54234,-147.33679
-157.48485,-133.29982,-133.25266,-128.08131,-132.767
-157.57584,-152.92763,-152.8961,-157.4776,-152.38359
-162.55708,-162.79404,-162.76472,-162.42053,-162.25352
-187.0548,-187.28569,-187.28781,-186.90552,-186.78148
-182.27573,-182.5043,-182.53268,-182.12517,-182.03008
-187.20982,-187.47934,-187.49825,-187.10725,-186.98903
-177.5334,-177.79753,-172.95282,-182.31862,-177.35452
-211.81354,-212.12442,-212.13554,-211.75342,-206.7749
-153.27798,-153.60428,-153.62389,-153.23383,-153.15633
-94.74257,-104.87245,-104.87348,-104.48807,-104.413185
-55.744755,-61.035477,-51.219173,-60.595974,-60.549248
-36.25474,-41.574005,-41.5579,-41.15533,-41.089973
-11.913165,-12.354968,-12.388212,-11.939877,-11.868986
-7.1474032,-7.5836554,-7.657131,-7.1619344,-7.124357
2.5442157,2.0779786,2.031138,2.5409245,2.5396805
2.4398925,1.9656785,1.9330056,2.4543216,2.451604
2.3618848,-37.212097,-37.229927,-7.3834486,2.3548505
-12.389366,-17.81494,-56.877663,-22.094046,-7.4913454
-71.09615,-8.190102,-91.20429,-31.943565,-75.953415
-66.29741,-37.580006,-81.55668,-56.452847,-80.94541
-129.85991,-52.34089,-125.600845,-76.04301,-105.43082
-173.87567,-57.320217,-140.34004,-120.05481,-90.86784
-198.36331,-111.14322,-184.39342,-100.6098,-47.04311
-242.38225,-135.6575,-262.59927,-129.967,-61.78969
-266.8909,-125.9826,-223.64378,-164.21272,-81.421455
-349.95084,-179.7963,-262.79855,-208.23154,-101.037056
-442.7769,-218.9595,-345.86707,-325.50174,-86.4489
-579.5636,-316.7323,-472.89572,-462.29953,-169.5189
-647.99384,-438.86426,-585.2413,-545.3553,-291.6283
-779.90295,-487.75906,-643.9021,-823.69934,-340.54114
-833.6537,-556.19666,-712.3327,-936.06866,-345.52606
-906.95703,-653.9139,-795.42175,-1150.9801,-467.674
-975.3689,-863.9024,-858.9783,-1180.3579,-555.6106
-1043.7728,-981.12354,-1073.8367,-1312.2456,-707.0007
-1092.664,-1083.7509,-917.7234,-1366.0105,-785.1748
-1122.0286,-1205.904,-1059.3702,-1492.9893,-858.4602
-1268.6008,-1328.0206,-1161.9868,-1546.7537,-912.2256
-1371.2017,-1489.17,-1254.799,-1654.197,-966.00824
-1473.7859,-1445.3075,-1328.1023,-1776.2886,-1034.4231
-1512.8951,-1596.6964,-1459.975,-1830.0684,-1054.0303
-1532.4833,-1748.0901,-1562.5564,-2069.3242,-1122.4514
-1600.9043,-1718.8721,-1543.1112,-1981.5286,-1078.5925
-1727.9032,-1757.9705,-1635.909,-1874.1833,-1342.271
-1874.443,-1762.9124,-1635.9792,-1869.3811,-1430.1982
-1903.8177,-1777.6064,-1743.4337,-1796.2231,-1420.4895
-1986.9133,-1680.0427,-1797.1814,-1913.4634,-1518.196
-2094.3752,-1772.8499,-1728.9009,-1903.742,-1713.5615
-2143.2466,-1772.8806,-1909.5742,-2069.8035,-1747.8054
-2094.4514,-2007.2278,-2031.6704,-2240.7642,-1825.9668
-2099.3608,-2129.3098,-2226.9639,-2475.187,-1801.5979
