Lat,Long,Ocean,Cr_nmol/kg,npp_10,npp_11,npp_12,Year,npp_01,npp_02,npp_04,npp_05,npp_06,npp_07,npp_08,npp_09,npp_03,yearly_mean_npp
-59.6,-67.919,Southern Ocean,3.71209750575196,145.29195,294.456,229.92346,2004,295.96942,157.52754,67.161095,,,,49.002747,64.95036,120.08046,158.26256
-54.83,-95.68,Southern Ocean,3.6659999999999995,179.20447,250.16583,634.95496,2004,398.6497,262.4829,124.03922,77.60656,,,88.069786,135.47292,169.99965,232.0646
-53.583,149.298,Southern Ocean,3.489904376667043,215.01709,291.57712,325.3473,2004,251.3831,206.83197,131.0043,105.771324,,,109.68731,152.6125,199.13739,198.83694
-53.2,-118.13,Southern Ocean,3.6333333333333333,226.19173,402.92142,605.5168,2004,280.59503,247.20314,156.42998,111.88281,,,100.51168,153.07663,166.05777,245.03873
-50.99,-72.04,Southern Ocean,3.71,,,,2004,,,,,,,,,,
-49.906,141.931,Southern Ocean,3.3225,251.73828,331.99225,414.93643,2004,792.7667,308.74988,190.48705,122.82357,,116.264496,140.05167,195.65788,206.44131,279.26453
-49.393,150.389,Southern Ocean,3.244285714285714,302.95642,390.06583,436.43555,2004,731.42664,329.7152,275.6034,141.06395,,116.68034,151.27927,223.72603,341.80182,312.79587
-47.0,141.9,Southern Ocean,3.514688225129975,345.3165,516.4305,637.59595,2004,877.54834,487.53223,362.22058,166.11528,133.49991,114.75809,159.67839,260.98975,396.24362,371.49405
-46.97,141.93,Southern Ocean,2.9738178106991984,345.3165,516.4305,637.59595,2004,877.54834,487.53223,362.22058,166.11528,133.49991,114.75809,159.67839,260.98975,396.24362,371.49405
-45.7,153.5,Southern Ocean,3.4626901228000735,620.9715,383.39923,700.9729,2004,1143.9232,718.7259,409.48193,274.3907,192.05814,172.35803,224.93985,381.23822,549.0736,480.9611
-41.9,-35.43,Atlantic,2.9048153040828515,543.81067,582.7451,1212.592,2004,1100.9456,735.0803,522.1744,378.97427,307.8178,262.46805,416.57,451.71017,918.657,619.4621
-40.4,153.9,Pacific,3.1583256230805192,937.93207,751.8645,985.3544,2004,732.3962,906.3136,711.9362,479.35214,413.90958,362.2181,1023.1724,1017.63965,1233.6779,796.3139
-40.36,-31.04,Atlantic,2.926442647019276,501.74872,435.66113,469.85895,2004,959.01404,778.4453,576.6076,432.63348,356.56375,433.00708,482.51895,491.72607,640.60785,546.5328
-40.3,153.5,Pacific,4.81,973.6622,964.06866,1075.7482,2004,745.54675,838.4568,684.067,515.5376,431.81284,416.46893,565.1255,980.21204,1002.14215,766.07074
-34.67,154.55,Pacific,3.504695380939145,868.6041,588.6642,594.5309,2004,407.08185,473.5808,395.28778,665.1161,496.27277,503.84592,862.2293,910.04205,458.59464,601.98755
-32.5,-175.0,Pacific,3.9383774735489814,655.8129,461.53033,442.436,2004,320.70584,295.50485,274.11017,327.45242,330.3743,399.07794,534.30115,602.9254,286.8033,410.91953
-32.5,180.0,Pacific,3.126575779524156,954.2349,706.8776,517.3777,2004,324.5305,305.87338,349.6161,352.01474,430.71255,396.535,519.2392,624.50543,320.12323,483.47
-30.0,155.0,Pacific,3.1625591137119584,551.0523,486.8013,351.6604,2004,267.62866,254.0251,308.28812,538.2746,559.8394,453.92746,515.48364,610.9721,288.46927,432.20187
-30.0,160.0,Pacific,3.2097407291094324,710.3167,422.8688,463.07297,2004,332.67667,267.93686,296.87625,457.78888,446.22577,536.75134,600.5989,776.68225,321.90063,469.4747
-30.0,165.0,Pacific,3.6301483198021893,593.6067,399.91736,383.89798,2004,323.89313,282.16815,357.1595,434.75113,520.64734,548.0379,612.03705,712.685,362.14685,460.91235
-30.0,170.0,Pacific,3.4696973419068704,673.54736,483.0863,409.42538,2004,324.20612,305.89053,380.95493,325.86243,480.2239,506.24075,544.30035,620.92664,330.79898,448.7886
-30.0,175.0,Pacific,3.1924015710686833,611.33984,427.089,422.1701,2004,287.54858,275.90717,327.43155,344.90958,453.2855,520.82654,618.1743,875.7487,399.67545,463.6755
-26.25,-103.96,Pacific,3.295,183.59363,122.1137,112.94,2004,98.16291,84.116455,103.789986,120.5352,151.80928,201.4672,243.15994,234.17218,85.322395,145.09856
-23.72578333333333,-24.92083333333333,Atlantic,2.8862909263908265,169.49226,166.4407,177.28474,2004,188.25044,149.22218,157.28827,188.91925,216.15703,223.87875,273.8746,237.87386,131.77089,190.03777
-21.56666666666667,-114.3,Pacific,4.699999999999999,108.07098,95.65108,96.434364,2004,86.21886,87.904106,91.37401,125.824875,149.1155,168.72408,142.97696,128.82625,81.58785,113.55908
-21.38333333333333,-114.2833333333333,Pacific,5.114285714285714,112.10531,95.92518,106.19575,2004,96.678116,93.716736,95.893524,132.87125,153.48021,164.94455,139.3331,123.90965,88.85221,116.992134
-16.819,-72.841,Pacific,2.6566666666666667,2534.7073,2464.8289,2929.8054,2004,5672.497,4839.5044,3301.744,2374.7039,1549.293,1514.6273,1540.0529,2442.4587,3887.0095,2920.9358
-15.999,-76.998,Pacific,3.76,1308.6138,1307.692,1502.9921,2004,1649.4326,748.26294,1101.4373,904.95416,1129.8911,704.6438,989.56647,847.9708,511.75638,1058.9344
-14.0,-99.0,Pacific,3.5985996122424173,455.3632,422.83572,446.02142,2004,466.14532,431.7513,375.79895,379.76105,342.39767,388.33847,416.02502,435.3917,427.06955,415.57492
-14.0,-77.06,Pacific,5.3475,1460.4062,1966.9589,2700.62,2004,2098.3875,4679.1543,5665.089,3124.794,1245.2148,1170.8315,1033.1754,1867.2815,4428.0454,2619.9966
-13.666,-76.785,Pacific,2.766666666666667,2651.6128,4424.3853,5752.8145,2004,5134.1255,6963.161,4457.5967,2539.8965,1276.3542,1148.7146,1345.0922,2433.1328,5620.5684,3645.621
-12.363,-77.0,Pacific,2.1550000000000002,6511.128,5033.8745,4926.1104,2004,5594.1006,8665.96,6549.165,2450.1543,1146.6415,823.84235,1332.3206,1565.9171,7851.483,4370.8916
-12.0481,-78.3143,Pacific,2.633326026071368,3308.6938,4859.618,1529.0775,2004,2311.1328,2330.4148,5494.373,3585.205,1039.9073,1170.0397,795.24493,1146.582,3348.4153,2576.5586
-12.0471,-77.4325,Pacific,2.342040085557373,6621.951,4139.532,3791.0518,2004,4506.8887,6138.4517,5535.798,3621.8584,1291.1409,880.77527,1235.9214,1385.7129,7447.373,3883.0378
-12.0451,-77.657,Pacific,2.7913146662115818,5074.5356,4558.766,3501.3152,2004,4572.823,5916.785,6124.0137,3388.428,1318.2098,955.49097,1223.6462,1432.8691,7986.4126,3837.7747
-12.0449,-77.3761,Pacific,2.746059475986703,6621.951,4139.532,3791.0518,2004,4506.8887,6138.4517,5535.798,3621.8584,1291.1409,880.77527,1235.9214,1385.7129,7447.373,3883.0378
-12.0448,-78.1669,Pacific,3.607777993342297,3040.7808,3514.087,1506.407,2004,3493.2056,2762.4631,6055.6846,3404.4978,1229.5627,906.206,1367.9106,1180.1821,5285.0,2812.1653
-12.0446,-77.7099,Pacific,2.525425829219805,3746.0015,4343.0894,2899.7144,2004,4066.9326,4837.043,6083.823,3522.3416,1198.199,995.6578,1348.6196,1326.597,7644.975,3501.083
-12.01,-79.2,Pacific,3.5559957419451718,1390.1322,1433.5815,1219.5774,2004,951.44574,2307.6086,1370.7708,3317.931,1158.2711,647.94995,816.09235,1169.3145,1537.3533,1443.3358
-11.9999,-84.0,Pacific,3.472942293926747,1453.4038,1086.0132,654.669,2004,674.4945,838.40466,606.9012,648.98553,632.2382,617.19244,596.0512,666.7855,710.9003,765.50336
-10.67,-25.01,Atlantic,2.9176770642337257,257.67484,206.19466,201.26335,2004,161.04285,177.16133,156.20445,173.80664,217.62819,234.3138,257.97418,300.69977,149.74512,207.8091
-10.001,-78.38,Pacific,1.9833333333333332,3737.8918,4265.0073,4014.0469,2004,4630.647,3477.0166,5476.7812,3142.6057,4304.4365,3306.8223,1664.7421,3806.276,4447.8237,3856.175
-9.999,-79.134,Pacific,3.022,2701.401,3257.914,3384.065,2004,3706.1653,2464.5085,3031.513,2168.9402,1414.6058,1481.6852,1653.039,3226.94,5095.1865,2798.8303
-9.922,-80.224,Pacific,3.42,1327.9142,1629.0428,1123.3954,2004,1536.8564,1861.9037,2337.7976,1071.432,1490.4563,1113.0703,1288.4648,1242.4116,1554.6505,1464.7831
-9.0,-85.833,Pacific,4.12,607.5234,545.1432,623.53784,2004,909.51685,562.4033,555.881,546.588,583.7804,644.905,560.79346,683.9224,505.96094,610.82965
-8.41,-24.98,Atlantic,2.829815369967665,376.1109,217.72673,224.0892,2004,188.69884,191.70302,197.63913,227.761,215.84444,259.1299,326.16125,334.81265,186.6703,245.52895
-8.0,-79.845,Pacific,2.3633333333333333,3560.4846,3559.0745,3578.2153,2004,4457.8145,4637.028,5365.8857,2848.889,2326.892,2129.2297,2081.2393,3052.607,7585.424,3765.2317
-3.583,-85.833,Pacific,3.9299999999999997,803.576,1034.0536,841.2046,2004,926.5,781.51715,603.8721,1017.70374,693.57684,632.7965,981.08307,1096.6454,794.506,850.58624
-2.9625,-25.6148,Atlantic,2.595360888888889,349.065,351.7285,349.54132,2004,305.98743,328.29712,282.59824,278.7801,350.96906,436.46732,447.50757,345.54324,318.6691,345.42947
1.68,-25.01,Atlantic,2.7292743130922723,291.00015,386.6918,366.02658,2004,326.8743,353.30237,312.0764,383.50482,505.9237,582.44354,469.00137,312.87488,342.752,386.03934
2.433333333333334,-102.0,Pacific,4.3,435.16605,348.00052,409.2533,2004,409.7423,387.2504,429.6688,557.8328,435.03738,482.51147,507.4498,513.95374,412.87485,444.0618
11.83333333333333,-103.8333333333333,Pacific,3.1154545454545457,467.79004,316.1293,532.87604,2004,669.0921,545.8954,329.24362,243.01546,262.27493,380.1706,284.11502,380.5497,506.88068,409.8361
12.0325,-28.9805,Atlantic,2.606471166666667,407.495,340.52423,505.13782,2004,468.27975,482.28946,366.95264,419.41916,385.11102,377.07504,376.3045,341.76318,523.72675,416.1732
12.5882,-17.5724,Atlantic,2.214833875,900.00836,1138.9238,2081.325,2004,4244.376,4710.426,8212.948,5035.5713,1547.1882,1067.9132,1367.1714,644.8914,7329.7983,3190.045
12.5942,-17.9199,Atlantic,2.5420315555555555,730.9135,1003.43304,1276.2394,2004,1888.2261,3589.3389,3293.6963,1760.241,863.2001,768.5632,1068.1683,549.65894,4512.631,1775.3593
12.61,-17.7157,Atlantic,2.572664178571429,786.8769,1039.7506,1538.7291,2004,2890.3167,3855.7593,6246.029,3533.753,1383.821,824.52594,1090.9832,593.02246,5336.8286,2426.6995
12.612,-17.5728,Atlantic,2.18983575,900.00836,1138.9238,2081.325,2004,4244.376,4710.426,8212.948,5035.5713,1547.1882,1067.9132,1367.1714,644.8914,7329.7983,3190.045
12.74366666666667,-28.5015,Atlantic,2.849897804814339,473.52188,417.6971,500.09412,2004,470.17972,467.2288,392.3226,461.32837,443.7009,390.9838,355.33868,342.48532,566.3882,440.1058
12.83333333333333,103.9333333333333,Pacific,15.8,,,,2004,,,,,,,,,,
15.0,-107.0,Pacific,2.8378695652173915,287.7616,235.56299,247.71658,2004,398.06174,388.36655,299.24332,265.86536,276.80365,253.98738,242.96364,286.0142,320.5709,291.90982
16.8,-106.9,Pacific,3.496111111111111,262.0088,258.47403,285.5272,2004,341.27988,376.37366,385.69836,304.644,276.20026,297.08325,241.20122,295.55304,371.7705,307.9845
17.27893333333333,-32.15118333333334,Atlantic,2.7914761140638444,279.81805,325.35263,318.83554,2004,329.46674,356.1467,344.97598,384.35672,386.20782,363.95187,288.97134,310.53836,355.61417,337.01968
18.2,-104.2,Pacific,3.09375,255.48824,268.0841,339.2386,2004,492.4607,580.4635,1267.1586,830.31476,292.87604,300.59833,261.55478,263.87723,580.9265,477.75342
18.9,-108.8,Pacific,2.9788888888888887,301.0136,287.62244,303.23544,2004,669.44354,510.5949,426.9241,347.27277,296.90634,292.34348,236.31073,319.58945,469.25046,371.70895
20.0,-106.0,Pacific,2.772307692307692,358.05032,609.502,447.05267,2004,685.8725,1447.3446,1601.6771,1998.6919,499.48557,378.22067,405.3632,417.42105,1549.8136,866.54126
20.9,-108.0,Pacific,2.9250000000000003,242.76187,266.28598,382.96704,2004,631.2056,765.54944,527.20844,468.44272,356.98337,287.0571,929.4425,378.8082,664.71326,491.78543
21.0,-132.0,Pacific,3.9208317958005945,216.60081,251.93831,269.34933,2004,224.42055,256.2565,249.88837,293.1793,246.82344,274.5012,252.27783,241.14027,259.21304,252.96576
21.47666666666667,-126.595,Pacific,3.3438615061310726,222.36543,240.66881,253.56636,2004,301.9192,320.7657,316.56735,254.52184,251.89597,257.63348,242.8781,228.66032,322.02612,267.78906
23.485,-117.0216666666667,Pacific,3.4616646002789655,261.39432,345.96307,403.7158,2004,378.2938,353.5318,424.99893,392.94574,463.76804,386.97443,330.0098,287.80643,322.74002,362.6785
24.0,-42.0,Atlantic,2.9149999999999996,192.4666,169.62344,206.7883,2004,202.42273,242.35646,214.04433,192.995,182.24818,198.42381,175.45297,197.0695,205.85077,198.31184
24.16716666666667,-160.2538333333333,Pacific,3.01,194.65335,201.27896,240.92096,2004,282.4421,256.44772,304.37582,309.58847,247.71234,313.0756,243.95558,193.68599,330.85208,259.91574
24.28333333333333,-114.9833333333333,Pacific,3.1889373243116528,392.67993,451.34332,411.8319,2004,402.38736,485.49765,466.30872,428.80002,530.56476,567.5874,422.78064,326.59543,535.46796,451.8204
24.69833333333333,-114.1066666666667,Pacific,3.0910074438492483,419.6855,505.48495,506.9677,2004,589.5309,716.8189,518.6888,474.5012,687.9239,612.05597,606.29504,419.03223,585.7043,553.55743
25.98333333333333,-47.13333333333333,Atlantic,2.954285714285714,191.58615,182.0239,226.81088,2004,245.15218,252.14783,189.53963,180.16164,134.6584,139.95706,130.016,148.7901,198.7969,184.97005
26.14,-35.19483333333334,Atlantic,2.8124520083911744,171.8563,164.84595,240.39674,2004,248.10957,290.97095,244.801,186.99797,163.21088,166.71193,169.54967,163.24019,275.4983,207.18245
30.0,-140.0,Pacific,3.855384615384615,228.26486,259.541,314.5418,2004,286.7711,259.62964,273.11835,297.96252,308.37976,321.77454,267.78793,257.12238,241.96935,276.40524
32.16666666666666,-64.5,Atlantic,2.985199082760058,273.99716,301.09024,285.57242,2004,407.07883,524.27545,538.405,374.46585,286.92432,224.77632,180.42448,172.77597,501.1768,339.2469
32.2,-64.5,Atlantic,2.9,307.36588,306.29315,318.80405,2004,381.48502,541.9206,511.9472,376.0459,290.40762,226.41426,185.78476,176.16342,471.33463,341.16388
32.66666666666666,-29.41666666666667,Atlantic,4.35,249.53262,297.72134,355.01392,2004,393.63364,541.8218,462.97772,355.53693,296.0552,277.47186,249.5395,246.80133,692.6357,368.2285
33.36666666666667,-27.5,Atlantic,2.9729166666666664,233.55614,263.37878,358.29178,2004,375.10162,455.35016,605.6064,398.52554,311.86032,292.6959,221.6793,241.54286,570.799,360.69897
34.0,-158.0,Pacific,3.193636363636364,245.05188,291.94693,288.80728,2004,340.79895,484.91696,585.3998,540.18054,408.1528,360.6672,265.65802,211.274,444.22034,372.25623
34.11666666666667,-41.73333333333333,Atlantic,3.11,280.92102,346.00568,383.40335,2004,402.69778,465.89563,583.46375,606.9597,478.48224,317.83295,220.91998,255.89204,717.43823,421.65933
34.23,-120.03,Pacific,2.5625,1121.422,1076.8131,780.96954,2004,1331.2235,1914.2877,4306.4224,3805.7283,3157.8005,2020.84,1691.8871,1670.4939,2339.9844,2101.4893
35.7,-40.76666666666667,Atlantic,2.9678571428571425,358.022,411.86295,453.53876,2004,443.2985,472.32748,895.9902,654.73096,481.4702,362.8203,257.13422,308.94943,739.3871,486.6277
35.92283333333334,-26.87926666666667,Atlantic,2.6555652751315826,306.38556,332.83148,394.24142,2004,392.17163,471.2045,552.2585,417.14288,355.80154,327.3562,298.64343,288.74567,584.71466,393.45813
35.93333333333333,-5.566666666666666,Mediterranean,3.0066666666666664,811.6506,478.06146,689.2524,2004,602.8123,532.28326,860.74225,1201.5956,1181.571,1502.0267,1090.7085,973.93713,1020.4997,912.09515
36.16666666666666,15.58333333333333,Mediterranean,3.1866666666666665,414.06024,485.91827,612.78217,2004,469.7703,603.3564,699.1078,591.0489,546.7536,412.75613,359.41135,362.12296,695.61383,521.05853
37.95,-31.26666666666667,Atlantic,3.105,312.86914,378.2729,422.94052,2004,512.94604,546.71735,856.3909,508.6125,442.8309,410.63647,356.7335,330.0782,594.10974,472.7615
39.43333333333333,-23.23333333333333,Atlantic,2.873,343.15836,349.27814,348.33353,2004,480.24197,523.76886,677.3419,692.0989,496.5756,484.7215,399.18164,338.38397,661.856,482.91165
39.98333333333333,6.5,Mediterranean,3.2577777777777777,433.48398,381.60898,573.6035,2004,451.939,581.03186,496.417,493.30917,443.04764,393.7159,325.50473,366.6583,857.30194,483.13516
41.99716666666666,-158.0085,Pacific,3.0271428571428567,454.40933,388.35086,581.7244,2004,187.98204,330.55396,410.75195,466.17426,450.92807,695.12714,459.09763,330.89987,514.9532,439.24606
42.24181666666667,-19.1961,Atlantic,2.7699134028822447,461.9051,457.92963,394.50443,2004,345.20502,466.21542,984.06,887.0527,543.60345,502.7585,506.35422,467.78488,640.8765,554.85406
45.0,145.0,Pacific,3.3052264808362373,1115.2384,580.7214,282.92252,2004,,,275.70428,525.6139,1220.6229,1374.5695,1080.3693,1618.6205,259.81754,833.42004
46.0,-158.0,Pacific,3.1285714285714286,534.2505,375.27103,226.5392,2004,161.84378,249.6645,471.45502,394.5548,535.9373,868.362,705.5373,614.75836,362.17896,458.3627
46.07166666666667,-129.9283333333333,Pacific,5.25703564727955,372.50742,391.41312,245.30219,2004,195.37083,314.82172,578.613,636.4918,571.27795,448.82822,399.12558,416.4057,504.34357,422.87512
47.2434,-9.33188333333333,Atlantic,2.8271901147291607,619.94055,317.72205,243.1725,2004,271.41537,317.18182,1369.2545,830.11145,1384.0015,883.439,582.23114,609.31824,384.1616,650.9958
49.566,-138.667,Pacific,2.974634146341464,468.98706,348.33444,,2004,147.76613,211.43216,509.47137,472.1216,535.0517,556.6959,857.11005,879.9031,306.86664,481.24905
50.0,-145.0,Pacific,3.6784019415902725,512.93097,271.02396,,2004,155.14508,209.20526,387.07388,457.1007,631.0212,709.7678,748.97986,689.86615,331.4232,463.958
50.00166666666667,-145.0,Pacific,3.095,512.93097,271.02396,,2004,155.14508,209.20526,387.07388,457.1007,631.0212,709.7678,748.97986,689.86615,331.4232,463.958
54.5,-48.46,Atlantic,2.942720047983206,460.07034,254.77785,,2004,,137.56197,342.9822,552.954,899.7469,1943.4154,1735.7792,940.2234,213.61543,748.1127
55.0,-147.2158333333333,Pacific,3.25,351.7816,237.54958,,2004,,178.17207,329.6358,497.91766,584.2758,780.72656,924.7055,599.07623,284.96667,476.88077
69.5,-137.9833333333333,Arctic,1.730899048197846,,,,2004,,,,,,3238.2463,1830.713,1367.0105,,2145.3232
69.66666666666667,-138.15,Arctic,1.884756741370988,,,,2004,,,,,3001.5964,2939.1414,1725.8441,1272.4119,,2234.7485
69.81666666666666,-138.3333333333333,Arctic,1.827060106431059,,,,2004,,,,,3519.117,3441.0327,1648.7999,1165.8627,,2443.703
70.0,-138.0,Arctic,1.90398895301763,,,,2004,,,,,3417.4746,3490.216,1502.1985,850.2662,,2315.0388
71.1,-139.0166666666667,Arctic,1.9953419583391834,,,,2004,,,,,1612.1195,1252.2926,968.2593,863.8119,,1174.1208
72.51666666666667,-136.6833333333333,Arctic,2.416847930261436,,,,2004,,,,,,,,,,
72.8,-159.62,Arctic,1.6675,,,,2004,,,,,,506.14948,610.2963,342.0777,,486.17447
74.63333333333334,-137.3333333333333,Arctic,2.839956586487576,,,,2004,,,,,,,,,,
85.13,-150.1,Arctic,2.4526086956521738,,,,2004,,,,,,,,,,
-67.29,163.536,Southern Ocean,3.835823175579897,,,,2005,,131.13583,,,,,,,87.66884,109.402336
-67.189,145.721,Southern Ocean,3.7810159689477536,,,,2005,,,,,,,,,,
-67.1,167.36,Southern Ocean,3.858050465689068,,,,2005,131.37173,96.67134,,,,,,,95.15991,107.73434
-63.963,-66.242,Southern Ocean,3.8113168770861883,93.10321,769.968,878.5144,2005,155.8616,255.56483,140.23326,,,,,,144.17912,348.20352
-59.611,148.64,Southern Ocean,3.78023700507115,84.01521,143.90514,217.13675,2005,145.2342,118.92792,60.495052,,,,44.72451,61.804016,104.373474,108.95737
-59.6,-67.92,Southern Ocean,3.63,98.94965,134.7747,388.8644,2005,310.23965,140.27585,75.02068,,,,41.54028,72.71053,120.08046,153.60626
-59.6,-67.919,Southern Ocean,3.71209750575196,98.94965,134.7747,388.8644,2005,310.23965,140.27585,75.02068,,,,41.54028,72.71053,120.08046,153.60626
-54.83,-95.68,Southern Ocean,3.6659999999999995,187.36673,193.20946,512.60596,2005,411.07874,181.70946,109.782,76.89197,,,87.494095,142.98274,169.99965,207.31209
-53.583,149.298,Southern Ocean,3.489904376667043,274.95514,321.21863,363.51102,2005,302.57864,173.44345,176.2354,150.98698,,,121.67074,155.76779,199.13739,223.95052
-53.2,-118.13,Southern Ocean,3.6333333333333333,228.89075,252.76822,610.5246,2005,324.46863,188.51859,139.3403,102.11093,,,106.85254,153.52191,166.05777,227.30545
-50.99,-72.04,Southern Ocean,3.71,,,,2005,,,,,,,,,,
-49.906,141.931,Southern Ocean,3.3225,297.00278,435.22336,485.75177,2005,383.1731,335.82288,225.14662,137.46712,,104.32001,144.36827,218.90457,206.44131,270.32925
-49.393,150.389,Southern Ocean,3.244285714285714,274.80896,247.76491,464.04144,2005,529.03784,278.5605,203.58205,143.9575,,115.269775,158.92923,241.32414,341.80182,272.64346
-47.0,141.9,Southern Ocean,3.514688225129975,298.28635,294.53854,489.1155,2005,385.28787,445.1252,376.83157,173.25574,155.59389,150.47624,171.5746,252.0855,396.24362,299.03458
-46.97,141.93,Southern Ocean,2.9738178106991984,298.28635,294.53854,489.1155,2005,385.28787,445.1252,376.83157,173.25574,155.59389,150.47624,171.5746,252.0855,396.24362,299.03458
-45.7,153.5,Southern Ocean,3.4626901228000735,768.2534,1017.4059,941.57153,2005,1420.1884,810.546,595.9736,295.10464,217.28262,230.64806,306.75586,375.51154,549.0736,627.35956
-41.9,-35.43,Atlantic,2.9048153040828515,672.3881,621.2497,1292.7664,2005,1244.4415,724.01697,809.70844,568.84216,425.1696,299.311,349.72195,447.05533,918.657,697.77734
-40.4,153.9,Pacific,3.1583256230805192,908.77124,1736.5747,874.4917,2005,1005.8057,709.10364,680.5759,505.62466,427.56604,412.81433,622.8616,932.5164,1233.6779,837.532
-40.36,-31.04,Atlantic,2.926442647019276,474.0682,799.1953,971.9461,2005,1202.3163,834.12494,708.00446,483.47284,676.6283,423.17633,427.2072,356.03455,640.60785,666.3985
-40.3,153.5,Pacific,4.81,736.7973,1070.709,876.3976,2005,985.84717,644.35455,677.0804,443.6003,437.451,456.36316,658.9763,929.8219,1002.14215,743.2951
-34.67,154.55,Pacific,3.504695380939145,801.53436,691.74713,411.75238,2005,456.7521,336.0045,400.2562,485.01706,619.9107,578.47906,878.4648,924.57965,458.59464,586.9244
-32.5,-175.0,Pacific,3.9383774735489814,547.14813,382.91028,317.92712,2005,357.8808,243.08247,268.8789,315.74933,381.4291,460.89236,547.6867,551.6361,286.8033,388.50208
-32.5,180.0,Pacific,3.126575779524156,607.46075,439.64902,373.88657,2005,368.19235,288.69666,296.05243,395.4443,431.646,475.88266,635.80756,804.21893,320.12323,453.08835
-30.0,155.0,Pacific,3.1625591137119584,556.6931,391.58633,328.6328,2005,342.9752,282.15277,343.65012,401.9971,402.31064,414.9558,526.6627,681.79675,288.46927,413.49023
-30.0,160.0,Pacific,3.2097407291094324,596.56085,424.53815,435.65256,2005,408.96613,274.6459,335.42566,379.2965,465.7241,546.55945,570.8619,811.29535,321.90063,464.28555
-30.0,165.0,Pacific,3.6301483198021893,491.0813,350.7007,290.678,2005,368.4249,290.62967,314.08853,385.93863,442.0661,440.8207,471.02203,583.3622,362.14685,399.24667
-30.0,170.0,Pacific,3.4696973419068704,543.0067,382.9472,342.63593,2005,343.73532,270.1209,306.3996,374.73053,446.866,460.6749,518.63983,680.96185,330.79898,416.79312
-30.0,175.0,Pacific,3.1924015710686833,542.24963,442.70364,322.50656,2005,329.907,279.24005,297.11578,312.46274,389.10028,489.98093,562.69196,606.0569,399.67545,414.47424
-26.25,-103.96,Pacific,3.295,131.19019,117.05427,109.40614,2005,90.70752,92.044235,91.41768,122.77566,133.62605,201.97888,193.90004,125.57129,85.322395,124.582855
-23.72578333333333,-24.92083333333333,Atlantic,2.8862909263908265,186.60371,208.01654,192.92194,2005,144.91307,146.58142,151.85896,178.42291,214.44458,265.1521,279.82993,258.75247,131.77089,196.60573
-21.56666666666667,-114.3,Pacific,4.699999999999999,109.77157,92.33421,77.765205,2005,98.66777,76.79527,85.12028,109.67747,127.59298,144.17897,123.72555,119.534805,81.58785,103.895996
-21.38333333333333,-114.2833333333333,Pacific,5.114285714285714,114.39047,102.762764,79.15668,2005,97.756485,88.878586,84.97301,106.411285,124.08436,142.22061,119.194786,109.89089,88.85221,104.88101
-16.819,-72.841,Pacific,2.6566666666666667,2041.749,3010.7148,3517.0645,2005,3720.2039,4484.2134,2809.1106,2245.9534,1800.166,1374.897,1059.635,1495.5668,3887.0095,2620.5237
-15.999,-76.998,Pacific,3.76,1041.1964,851.79047,1223.0292,2005,1151.028,1203.0127,1121.9103,911.4656,774.5317,720.78424,758.0696,1162.0406,511.75638,952.5513
-14.0,-99.0,Pacific,3.5985996122424173,487.23935,499.2207,517.0704,2005,472.21002,413.97174,387.15573,356.13696,356.44922,364.7229,444.08746,453.91614,427.06955,431.60416
-14.0,-77.06,Pacific,5.3475,1614.2651,1989.3207,1811.1962,2005,2889.7498,3436.3955,3401.587,1663.3586,1262.1698,1052.3752,1344.3745,1226.0613,4428.0454,2176.575
-13.666,-76.785,Pacific,2.766666666666667,2175.0422,3001.7156,3933.3547,2005,4834.962,5349.48,3395.4873,2322.27,1253.7192,1406.2206,1929.9176,1833.2604,5620.5684,3088.0
-12.363,-77.0,Pacific,2.1550000000000002,1622.8606,4665.9644,5743.547,2005,5731.1675,8152.0435,6445.696,3753.1147,1169.0857,1649.2074,1549.9338,1480.0282,7851.483,4151.1772
-12.0481,-78.3143,Pacific,2.633326026071368,1683.262,1000.7745,2079.4111,2005,3382.1926,4504.3433,4458.007,1831.6084,1031.6128,1007.1499,1172.1268,1723.61,3348.4153,2268.5427
-12.0471,-77.4325,Pacific,2.342040085557373,1688.028,5194.7876,5775.091,2005,6222.4355,5772.3174,5555.456,2160.8557,1217.8783,1071.4889,1023.9254,1785.2565,7447.373,3742.9082
-12.0451,-77.657,Pacific,2.7913146662115818,1675.915,5387.282,5047.96,2005,5644.5605,5775.17,5365.702,2005.8916,1250.8156,1070.2615,1145.142,1790.2253,7986.4126,3678.7783
-12.0449,-77.3761,Pacific,2.746059475986703,1688.028,5194.7876,5775.091,2005,6222.4355,5772.3174,5555.456,2160.8557,1217.8783,1071.4889,1023.9254,1785.2565,7447.373,3742.9082
-12.0448,-78.1669,Pacific,3.607777993342297,1618.9874,1317.5045,2776.3677,2005,3575.3315,5235.268,4567.598,1812.5209,1162.7249,994.9507,1149.5664,1614.9342,5285.0,2592.5627
-12.0446,-77.7099,Pacific,2.525425829219805,1692.3563,4485.127,3496.445,2005,4731.7754,5411.7095,5070.823,2343.2168,1177.0929,1011.99774,1167.2992,1850.8064,7644.975,3340.302
-12.01,-79.2,Pacific,3.5559957419451718,1071.8507,1087.81,1403.9579,2005,1282.046,2319.8,1342.5785,1078.8777,766.4526,716.7893,1213.5968,1262.9689,1537.3533,1257.0067
