Lat,Long,Ocean,Cr_nmol/kg,npp_10,npp_11,npp_12,Year,npp_01,npp_02,npp_04,npp_05,npp_06,npp_07,npp_08,npp_09,npp_03,yearly_mean_npp
-50.99,-72.04,Southern Ocean,3.71,,,,2008,,,,,,,,,,
-49.906,141.931,Southern Ocean,3.3225,223.57288,261.6453,318.2845,2008,518.5421,447.43668,227.98071,122.152664,,147.59538,161.46283,192.72696,206.44131,257.0765
-49.393,150.389,Southern Ocean,3.244285714285714,252.31105,256.69534,497.12515,2008,547.82983,561.28845,280.80954,154.70259,,124.08988,167.22792,225.30748,341.80182,309.92627
-47.0,141.9,Southern Ocean,3.514688225129975,323.91415,486.19592,633.87274,2008,637.77057,621.6555,480.08466,181.04315,155.6775,154.91933,219.44144,218.36736,396.24362,375.7655
-46.97,141.93,Southern Ocean,2.9738178106991984,323.91415,486.19592,633.87274,2008,637.77057,621.6555,480.08466,181.04315,155.6775,154.91933,219.44144,218.36736,396.24362,375.7655
-45.7,153.5,Southern Ocean,3.4626901228000735,483.55765,687.51575,892.10016,2008,718.6564,939.5963,550.05743,371.10675,185.83884,207.29863,219.2064,340.41556,549.0736,512.03534
-41.9,-35.43,Atlantic,2.9048153040828515,778.0173,1375.7704,1060.3477,2008,1133.6312,937.37646,619.8617,550.58417,343.21158,274.61258,378.68756,438.36765,918.657,734.0938
-40.4,153.9,Pacific,3.1583256230805192,808.8597,875.1025,1361.96,2008,1039.7997,663.90076,692.11237,621.2809,381.75412,354.6176,476.0606,840.4739,1233.6779,779.13336
-40.36,-31.04,Atlantic,2.926442647019276,868.04913,966.24677,807.1176,2008,1221.6932,724.9375,590.9274,623.80426,286.7825,248.04904,286.68137,540.82806,640.60785,650.47705
-40.3,153.5,Pacific,4.81,831.63306,780.6946,1044.3668,2008,986.18256,671.6217,688.4745,638.2974,433.47153,352.01794,476.18365,871.9666,1002.14215,731.4211
-34.67,154.55,Pacific,3.504695380939145,1061.5549,725.7921,551.58795,2008,551.30225,409.94418,416.2862,454.15112,575.4437,577.1021,862.87744,792.7582,458.59464,619.7829
-32.5,-175.0,Pacific,3.9383774735489814,571.4584,397.7611,326.14017,2008,280.84277,310.90262,268.8992,253.53525,340.39822,393.95493,544.68555,454.14908,286.8033,369.12753
-32.5,180.0,Pacific,3.126575779524156,686.1837,462.12454,418.89716,2008,383.71274,262.5525,293.60373,495.58414,318.52878,492.73315,637.307,682.87335,320.12323,454.51868
-30.0,155.0,Pacific,3.1625591137119584,449.69797,488.2745,479.86505,2008,343.5981,235.84679,361.8615,397.60193,377.02798,476.2665,611.0187,604.9379,288.46927,426.20554
-30.0,160.0,Pacific,3.2097407291094324,578.7669,459.98694,451.34204,2008,360.06067,269.3468,275.7575,416.08536,429.00882,523.90076,661.61896,615.4726,321.90063,446.93735
-30.0,165.0,Pacific,3.6301483198021893,454.4508,480.57376,458.0566,2008,324.55634,270.6774,321.14142,367.63773,405.93674,479.6073,538.88666,588.95056,362.14685,421.05188
-30.0,170.0,Pacific,3.4696973419068704,508.3545,519.0529,471.18607,2008,359.7548,279.15103,305.64728,381.37857,377.2903,472.28452,548.0271,594.7863,330.79898,428.97598
-30.0,175.0,Pacific,3.1924015710686833,523.44666,387.498,343.911,2008,334.64136,276.7533,349.34558,371.0207,370.2715,517.2919,514.31476,638.2297,399.67545,418.86667
-26.25,-103.96,Pacific,3.295,152.4323,109.07378,113.49345,2008,136.03008,100.05611,120.507515,160.23221,195.51677,222.73808,237.94286,222.3368,85.322395,154.6402
-23.72578333333333,-24.92083333333333,Atlantic,2.8862909263908265,239.97816,253.61198,213.39987,2008,157.22821,156.94928,147.56644,181.16936,231.19339,238.76485,267.25912,216.0065,131.77089,202.90819
-21.56666666666667,-114.3,Pacific,4.699999999999999,121.987335,166.08447,148.84245,2008,118.67287,106.43063,107.23253,146.32472,148.35599,181.38358,225.58133,155.56673,81.58785,142.33754
-21.38333333333333,-114.2833333333333,Pacific,5.114285714285714,135.65039,168.85605,138.25348,2008,132.44736,110.00177,102.76912,142.48723,146.65085,192.66447,233.68214,155.29486,88.85221,145.63414
-16.819,-72.841,Pacific,2.6566666666666667,2961.1194,3203.608,3273.2405,2008,4349.9175,4692.7983,2894.4236,1546.2556,1290.8303,1418.0172,1875.0696,1836.0507,3887.0095,2769.0283
-15.999,-76.998,Pacific,3.76,1041.7396,1306.3336,1088.2451,2008,669.47266,1004.50397,1370.336,964.6796,616.4826,822.1595,647.5589,1040.9441,511.75638,923.6844
-14.0,-99.0,Pacific,3.5985996122424173,476.2635,463.49597,518.8503,2008,527.4256,359.21735,307.74948,363.93216,390.6925,376.446,403.58292,431.5743,427.06955,420.52493
-14.0,-77.06,Pacific,5.3475,1809.8531,3344.7449,2466.993,2008,2267.5288,4555.26,5261.291,1798.2893,2156.5212,936.2719,929.3596,1190.657,4428.0454,2595.4011
-13.666,-76.785,Pacific,2.766666666666667,2962.6519,6841.088,4764.6875,2008,5318.9683,5895.0923,5899.305,2510.8918,3049.672,1206.4617,1339.6666,1833.3164,5620.5684,3936.8645
-12.363,-77.0,Pacific,2.1550000000000002,2125.867,4568.7207,4170.0654,2008,7248.1167,6722.5674,5602.645,3779.405,1774.2963,1175.4047,924.95276,1566.3304,7851.483,3959.155
-12.0481,-78.3143,Pacific,2.633326026071368,1406.2969,3167.443,4760.3447,2008,2295.3726,3897.926,3813.2944,1621.0316,1222.241,650.83356,527.9006,1525.4098,3348.4153,2353.0425
-12.0471,-77.4325,Pacific,2.342040085557373,1762.4202,3771.0415,6356.2144,2008,6654.431,5041.1187,3847.2,2553.123,1718.6471,965.9696,1060.457,2121.0552,7447.373,3608.254
-12.0451,-77.657,Pacific,2.7913146662115818,1737.7076,4064.9592,5747.4175,2008,6429.973,3532.8245,3767.8328,2016.7971,1324.3258,772.2408,1065.847,2108.5603,7986.4126,3379.5752
-12.0449,-77.3761,Pacific,2.746059475986703,1762.4202,3771.0415,6356.2144,2008,6654.431,5041.1187,3847.2,2553.123,1718.6471,965.9696,1060.457,2121.0552,7447.373,3608.254
-12.0448,-78.1669,Pacific,3.607777993342297,1641.5035,3080.2964,5111.0474,2008,2427.0059,3499.661,3799.9841,1833.2571,1601.525,686.21814,603.6276,1762.61,5285.0,2610.978
-12.0446,-77.7099,Pacific,2.525425829219805,1775.5945,3829.093,6589.2163,2008,6106.893,3171.9524,3745.675,1969.6636,1510.5828,764.94354,1087.6638,1909.0822,7644.975,3342.1113
-12.01,-79.2,Pacific,3.5559957419451718,1446.0837,1061.5923,1713.3949,2008,926.5578,1555.6641,2453.6313,1241.8474,960.0901,599.6532,541.22516,946.87506,1537.3533,1248.6641
-11.9999,-84.0,Pacific,3.472942293926747,660.97034,595.24146,625.022,2008,631.64185,486.98865,628.8419,532.6152,582.5153,873.8071,755.53485,692.13226,710.9003,648.0176
-10.67,-25.01,Atlantic,2.9176770642337257,240.43314,220.3522,198.38353,2008,171.04152,159.99278,176.43417,144.40683,242.0025,267.5775,248.61636,318.16977,149.74512,211.42961
-10.001,-78.38,Pacific,1.9833333333333332,2479.478,3110.2766,3517.052,2008,4689.0615,4561.671,5235.067,3673.392,2206.6873,1597.3517,1357.3956,2380.6367,4447.8237,3271.3245
-9.999,-79.134,Pacific,3.022,1820.4851,2594.3167,2801.623,2008,1829.4259,1957.4634,2924.8948,2449.0215,1168.7527,1181.5203,918.4301,1196.0428,5095.1865,2161.4304
-9.922,-80.224,Pacific,3.42,1037.4895,1411.8395,1384.8934,2008,1607.3062,1156.2836,858.55505,1017.6662,1252.3339,2037.3058,772.6076,1182.8054,1554.6505,1272.8114
-9.0,-85.833,Pacific,4.12,775.27905,734.9402,565.0838,2008,556.3078,524.67957,542.20667,622.73663,643.8767,612.19086,534.1203,672.0008,505.96094,607.4486
-8.41,-24.98,Atlantic,2.829815369967665,308.19595,254.36533,231.52104,2008,200.43967,172.55617,188.07465,175.88112,228.07394,238.02997,305.8915,366.86252,186.6703,238.04688
-8.0,-79.845,Pacific,2.3633333333333333,2960.642,3218.9104,3519.086,2008,3852.0283,4653.98,5260.0073,1908.4685,1606.1166,1608.9888,1338.0483,2252.4167,7585.424,3313.6765
-3.583,-85.833,Pacific,3.9299999999999997,722.15753,968.08185,924.86884,2008,583.8716,793.28925,724.12244,473.70276,939.9039,789.6058,884.8996,773.0191,794.506,781.0024
-2.9625,-25.6148,Atlantic,2.595360888888889,284.09448,283.7455,333.7924,2008,380.23276,408.59146,380.23553,304.3489,315.48105,475.84854,660.149,411.5324,318.6691,379.7267
1.68,-25.01,Atlantic,2.7292743130922723,315.27,342.07666,375.05557,2008,376.6763,568.0864,349.71713,295.35907,456.07648,484.43295,506.9047,373.1476,342.752,398.79626
2.433333333333334,-102.0,Pacific,4.3,396.5375,419.77698,470.75238,2008,395.83136,512.5091,433.8551,334.4527,477.2147,603.4994,668.7202,496.26703,412.87485,468.5243
11.83333333333333,-103.8333333333333,Pacific,3.1154545454545457,308.21457,356.74368,612.5566,2008,365.144,291.8103,277.00992,261.50076,255.0828,283.22635,401.13272,301.12503,506.88068,351.70227
12.0325,-28.9805,Atlantic,2.606471166666667,414.91898,374.03146,403.49454,2008,484.78952,456.76532,505.23627,405.4581,409.52228,390.48132,347.13156,357.59265,523.72675,422.76236
12.5882,-17.5724,Atlantic,2.214833875,766.3791,1063.0891,2374.8823,2008,2538.0708,4552.8267,5557.33,3123.5627,2479.0115,949.90106,611.0598,716.5375,7329.7983,2671.8708
12.5942,-17.9199,Atlantic,2.5420315555555555,631.5023,1990.1929,1496.5405,2008,1235.925,3517.556,3255.5122,2657.4937,1278.1602,698.88916,527.6814,603.6553,4512.631,1867.145
12.61,-17.7157,Atlantic,2.572664178571429,786.70245,1558.5583,1772.5238,2008,1542.8269,4118.354,4716.682,2938.5933,1607.1028,802.44086,540.3228,667.62964,5336.8286,2199.047
12.612,-17.5728,Atlantic,2.18983575,766.3791,1063.0891,2374.8823,2008,2538.0708,4552.8267,5557.33,3123.5627,2479.0115,949.90106,611.0598,716.5375,7329.7983,2671.8708
12.74366666666667,-28.5015,Atlantic,2.849897804814339,376.36905,356.1178,338.29675,2008,496.142,475.55557,490.64194,409.8963,435.10452,419.92148,357.09598,359.38513,566.3882,423.40958
12.83333333333333,103.9333333333333,Pacific,15.8,,,,2008,,,,,,,,,,
15.0,-107.0,Pacific,2.8378695652173915,415.75473,306.7339,295.01895,2008,370.61716,359.09085,277.00766,330.42758,265.66055,258.54794,239.02405,297.459,320.5709,311.32608
16.8,-106.9,Pacific,3.496111111111111,360.29965,299.07516,321.52734,2008,321.82635,345.6328,323.89297,318.68442,301.2407,246.42154,245.82765,316.36526,371.7705,314.38037
17.27893333333333,-32.15118333333334,Atlantic,2.7914761140638444,280.09174,367.6991,426.19363,2008,410.37213,367.93008,362.24597,328.85678,347.9264,428.6846,370.95346,277.84067,355.61417,360.3674
18.2,-104.2,Pacific,3.09375,412.4215,327.2657,379.81384,2008,380.18707,579.08575,2337.4211,650.0988,540.0483,421.97482,358.95517,331.89075,580.9265,608.34076
18.9,-108.8,Pacific,2.9788888888888887,288.62262,266.55942,339.21622,2008,424.45236,390.0176,393.0833,527.8387,353.62836,284.80026,302.33554,364.74448,469.25046,367.04575
20.0,-106.0,Pacific,2.772307692307692,341.90564,308.73416,1089.8835,2008,581.78186,3421.5535,5701.7314,2636.9214,721.68195,494.8527,499.57675,550.53436,1549.8136,1491.5809
20.9,-108.0,Pacific,2.9250000000000003,265.65607,300.74673,364.6623,2008,727.1234,656.7856,543.58453,733.1849,470.28796,356.26642,333.52173,304.21756,664.71326,476.72922
21.0,-132.0,Pacific,3.9208317958005945,250.5057,232.25523,267.65817,2008,319.7716,258.79898,263.74573,295.43686,288.7081,282.56558,238.935,262.96994,259.21304,268.38034
21.47666666666667,-126.595,Pacific,3.3438615061310726,265.42563,239.25201,253.7493,2008,346.29132,277.21823,278.78915,283.36523,297.68625,309.36465,268.6953,257.80115,322.02612,283.30536
23.485,-117.0216666666667,Pacific,3.4616646002789655,311.9553,333.49176,345.47025,2008,446.62033,452.26303,463.0292,391.37146,396.6506,331.94827,326.4211,309.73425,322.74002,369.30798
24.0,-42.0,Atlantic,2.9149999999999996,158.21457,183.80533,243.38518,2008,225.78992,254.82533,213.53389,170.80093,183.36049,203.6772,189.38924,156.64592,205.85077,199.10657
24.16716666666667,-160.2538333333333,Pacific,3.01,180.66356,262.47214,286.26614,2008,261.23837,281.03882,278.11908,249.31276,259.09427,248.97797,252.18408,229.17052,330.85208,259.94913
24.28333333333333,-114.9833333333333,Pacific,3.1889373243116528,427.6133,333.849,395.33124,2008,639.4479,681.9782,659.623,491.5545,563.79626,483.2588,427.75446,421.60843,535.46796,505.1069
24.69833333333333,-114.1066666666667,Pacific,3.0910074438492483,344.84662,429.97357,543.44165,2008,747.4255,767.8082,700.8673,616.1714,956.0579,581.9778,506.69147,367.4103,585.7043,595.698
25.98333333333333,-47.13333333333333,Atlantic,2.954285714285714,153.12904,170.45938,242.88986,2008,250.67683,212.25554,199.5735,177.15977,154.64444,138.25293,141.93279,141.22578,198.7969,181.74974
26.14,-35.19483333333334,Atlantic,2.8124520083911744,163.69597,228.29109,268.3293,2008,321.36234,278.05774,208.24724,198.84279,168.36832,169.99426,179.59236,157.64413,275.4983,218.16032
30.0,-140.0,Pacific,3.855384615384615,272.01276,289.54315,318.23322,2008,342.11975,278.29242,275.28595,325.42538,299.92462,320.08664,288.11014,245.83894,241.96935,291.40353
32.16666666666666,-64.5,Atlantic,2.985199082760058,216.27689,315.38165,412.34042,2008,408.90778,484.5712,461.63486,408.1214,307.0668,216.01367,175.3565,171.16435,501.1768,339.83435
32.2,-64.5,Atlantic,2.9,218.50821,310.78848,403.6331,2008,397.20685,543.43835,433.11313,451.2356,323.204,224.53314,187.40836,187.53922,471.33463,345.99527
32.66666666666666,-29.41666666666667,Atlantic,4.35,251.65816,288.7658,374.03113,2008,438.49088,478.54865,383.72858,377.35397,288.3192,283.63113,240.0375,212.47029,692.6357,359.13925
33.36666666666667,-27.5,Atlantic,2.9729166666666664,266.9831,299.02097,359.3599,2008,475.53036,563.1568,464.17032,348.4537,354.98972,296.31686,245.60423,260.88605,570.799,375.43924
34.0,-158.0,Pacific,3.193636363636364,301.33685,297.97824,298.96692,2008,397.18625,556.96094,686.1759,468.31058,433.65247,372.50186,289.14432,274.76596,444.22034,401.76672
34.11666666666667,-41.73333333333333,Atlantic,3.11,285.70764,375.47308,427.29507,2008,445.19824,460.57776,524.68256,425.56274,423.06415,356.52017,299.46994,209.40286,717.43823,412.5327
34.23,-120.03,Pacific,2.5625,1475.5052,1269.7992,1149.9706,2008,1207.145,1908.5966,4076.7722,2997.722,3538.7805,2062.454,2735.394,2140.6426,2339.9844,2241.8972
35.7,-40.76666666666667,Atlantic,2.9678571428571425,275.7133,323.34308,440.84903,2008,493.16406,834.15234,998.8504,454.35858,530.7325,375.4059,270.9973,225.2253,739.3871,496.84824
35.92283333333334,-26.87926666666667,Atlantic,2.6555652751315826,265.9334,333.87833,397.71454,2008,491.45767,717.60876,457.00336,447.51364,402.4808,306.64514,274.06097,264.45667,584.71466,411.95566
35.93333333333333,-5.566666666666666,Mediterranean,3.0066666666666664,770.49603,595.09076,528.9136,2008,564.8287,984.51996,882.12964,1034.2786,1222.0487,1540.1506,1063.5952,983.7946,1020.4997,932.5288
36.16666666666666,15.58333333333333,Mediterranean,3.1866666666666665,372.45023,397.64062,538.452,2008,393.25912,543.5843,492.8328,538.35297,573.2843,467.64212,356.4568,330.1444,695.61383,474.9761
37.95,-31.26666666666667,Atlantic,3.105,345.38495,313.81143,326.34375,2008,414.63452,739.47394,705.8416,501.8845,524.79175,432.40497,371.5668,344.65988,594.10974,467.90897
39.43333333333333,-23.23333333333333,Atlantic,2.873,372.9032,336.10345,401.96005,2008,621.12726,531.86096,773.77985,408.96402,522.0879,401.39682,369.57843,357.96405,661.856,479.96518
39.98333333333333,6.5,Mediterranean,3.2577777777777777,407.06363,418.41882,435.54498,2008,476.88364,818.19403,771.73737,547.4685,537.5729,435.72644,377.52646,323.35834,857.30194,533.8997
41.99716666666666,-158.0085,Pacific,3.0271428571428567,585.4402,429.1,296.4781,2008,292.27026,391.9343,420.4971,601.8161,785.05774,656.09674,436.42557,619.31555,514.9532,502.44873
42.24181666666667,-19.1961,Atlantic,2.7699134028822447,409.25043,436.35608,289.75266,2008,295.72992,486.3177,752.0485,781.2203,763.4431,541.5454,459.93146,563.1832,640.8765,534.97125
45.0,145.0,Pacific,3.3052264808362373,961.0021,651.25793,453.0454,2008,145.10861,188.64714,621.476,890.1545,917.56647,936.2259,1079.5961,884.2538,259.81754,665.6793
46.0,-158.0,Pacific,3.1285714285714286,745.1326,533.2592,,2008,204.4598,333.8385,384.40982,564.24426,369.47937,598.71643,509.82245,1074.3005,362.17896,516.34924
46.07166666666667,-129.9283333333333,Pacific,5.25703564727955,657.44257,299.0768,,2008,259.48898,385.0483,497.7686,640.7751,703.1349,773.34686,637.6409,654.989,504.34357,546.6414
47.2434,-9.33188333333333,Atlantic,2.8271901147291607,525.7367,264.0882,,2008,209.0523,384.18082,1358.031,1357.3315,1123.714,975.4536,892.8667,741.1891,384.1616,746.8914
49.566,-138.667,Pacific,2.974634146341464,632.41486,377.52554,,2008,268.69525,252.81975,369.42648,462.22528,557.15985,758.61285,990.09564,1392.807,306.86664,578.96814
50.0,-145.0,Pacific,3.6784019415902725,610.81824,290.99753,,2008,166.38939,288.48306,312.95807,441.22855,415.93906,533.96454,567.4273,957.84686,331.4232,447.04327
50.00166666666667,-145.0,Pacific,3.095,610.81824,290.99753,,2008,166.38939,288.48306,312.95807,441.22855,415.93906,533.96454,567.4273,957.84686,331.4232,447.04327
54.5,-48.46,Atlantic,2.942720047983206,703.9677,,,2008,,215.32465,310.69928,722.5881,1481.3397,1559.1938,1042.6569,773.82825,213.61543,780.35706
55.0,-147.2158333333333,Pacific,3.25,473.6578,,,2008,,247.28827,267.10297,552.99634,661.66223,714.25116,607.78265,927.0025,284.96667,526.3012
69.5,-137.9833333333333,Arctic,1.730899048197846,,,,2008,,,,,,4113.0894,2344.7466,2139.435,,2865.757
69.66666666666667,-138.15,Arctic,1.884756741370988,,,,2008,,,,,4450.8384,4109.146,2576.6697,2098.8022,,3308.8643
69.81666666666666,-138.3333333333333,Arctic,1.827060106431059,,,,2008,,,,,,3972.2253,2523.8777,1873.1312,,2789.7449
70.0,-138.0,Arctic,1.90398895301763,,,,2008,,,,,,3406.4827,2313.3452,1355.5505,,2358.4597
71.1,-139.0166666666667,Arctic,1.9953419583391834,,,,2008,,,,,,186.1771,306.31223,174.52502,,222.33812
72.51666666666667,-136.6833333333333,Arctic,2.416847930261436,,,,2008,,,,,,,,117.18166,,117.18166
72.8,-159.62,Arctic,1.6675,,,,2008,,,,,,1297.4966,663.2723,329.74533,,763.5047
74.63333333333334,-137.3333333333333,Arctic,2.839956586487576,,,,2008,,,,,,,,131.8609,,131.8609
85.13,-150.1,Arctic,2.4526086956521738,,,,2008,,,,,,,,,,
-67.29,163.536,Southern Ocean,3.835823175579897,,,,2009,,,,,,,,,87.66884,87.66884
-67.189,145.721,Southern Ocean,3.7810159689477536,,,,2009,,,,,,,,,,
-67.1,167.36,Southern Ocean,3.858050465689068,,,,2009,107.10528,63.099434,,,,,,,95.15991,88.45487
-63.963,-66.242,Southern Ocean,3.8113168770861883,124.81107,210.96628,227.31192,2009,225.74641,152.9913,97.31482,,,,,61.57681,144.17912,155.61221
-59.611,148.64,Southern Ocean,3.78023700507115,95.89458,224.13089,279.5342,2009,163.76591,99.51058,111.95027,,,,39.788975,66.07476,104.373474,131.6693
-59.6,-67.92,Southern Ocean,3.63,133.55772,262.69415,423.79587,2009,501.08673,121.11954,76.33843,,,,72.5364,82.341995,120.08046,199.2835
-59.6,-67.919,Southern Ocean,3.71209750575196,133.55772,262.69415,423.79587,2009,501.08673,121.11954,76.33843,,,,72.5364,82.341995,120.08046,199.2835
-54.83,-95.68,Southern Ocean,3.6659999999999995,205.4442,234.45291,298.97836,2009,515.74146,155.02522,137.5665,82.06898,,,115.22679,149.56789,169.99965,206.4072
-53.583,149.298,Southern Ocean,3.489904376667043,194.02419,194.77843,233.01837,2009,219.39687,230.72307,146.1247,167.4478,,,116.53443,146.36334,199.13739,184.75485
-53.2,-118.13,Southern Ocean,3.6333333333333333,197.27065,257.65442,376.81647,2009,315.86493,162.41225,120.19993,98.308525,,,110.839455,144.00809,166.05777,194.94324
-50.99,-72.04,Southern Ocean,3.71,,,,2009,,,,,,,,,,
-49.906,141.931,Southern Ocean,3.3225,223.57288,261.6453,318.2845,2009,500.41147,472.3064,232.01724,122.152664,,147.59538,161.46283,192.72696,206.44131,258.05612
-49.393,150.389,Southern Ocean,3.244285714285714,252.31105,256.69534,497.12515,2009,673.2209,338.17865,259.46628,154.70259,,124.08988,167.22792,225.30748,341.80182,299.10245
-47.0,141.9,Southern Ocean,3.514688225129975,323.91415,486.19592,633.87274,2009,713.58264,563.12585,314.20663,181.04315,155.6775,154.91933,219.44144,218.36736,396.24362,363.38254
-46.97,141.93,Southern Ocean,2.9738178106991984,323.91415,486.19592,633.87274,2009,713.58264,563.12585,314.20663,181.04315,155.6775,154.91933,219.44144,218.36736,396.24362,363.38254
-45.7,153.5,Southern Ocean,3.4626901228000735,483.55765,687.51575,892.10016,2009,1019.5336,1282.7283,826.4895,371.10675,185.83884,207.29863,219.2064,340.41556,549.0736,588.7387
-41.9,-35.43,Atlantic,2.9048153040828515,778.0173,1375.7704,1060.3477,2009,981.91187,982.6516,737.1207,550.58417,343.21158,274.61258,378.68756,438.36765,918.657,734.99506
-40.4,153.9,Pacific,3.1583256230805192,808.8597,875.1025,1361.96,2009,825.43146,520.9729,761.2808,621.2809,381.75412,354.6176,476.0606,840.4739,1233.6779,755.1226
-40.36,-31.04,Atlantic,2.926442647019276,868.04913,966.24677,807.1176,2009,939.9512,542.8422,408.39285,623.80426,286.7825,248.04904,286.68137,540.82806,640.60785,596.61273
-40.3,153.5,Pacific,4.81,831.63306,780.6946,1044.3668,2009,756.9177,524.3804,694.15405,638.2974,433.47153,352.01794,476.18365,871.9666,1002.14215,700.51886
-34.67,154.55,Pacific,3.504695380939145,1061.5549,725.7921,551.58795,2009,476.51074,438.14673,478.74094,454.15112,575.4437,577.1021,862.87744,792.7582,458.59464,621.10504
-32.5,-175.0,Pacific,3.9383774735489814,571.4584,397.7611,326.14017,2009,270.53247,259.30295,279.3013,253.53525,340.39822,393.95493,544.68555,454.14908,286.8033,364.8352
-32.5,180.0,Pacific,3.126575779524156,686.1837,462.12454,418.89716,2009,298.13376,271.978,323.7615,495.58414,318.52878,492.73315,637.307,682.87335,320.12323,450.68567
-30.0,155.0,Pacific,3.1625591137119584,449.69797,488.2745,479.86505,2009,324.66397,280.57877,294.41013,397.60193,377.02798,476.2665,611.0187,604.9379,288.46927,422.73438
-30.0,160.0,Pacific,3.2097407291094324,578.7669,459.98694,451.34204,2009,373.1873,267.63925,344.10764,416.08536,429.00882,523.90076,661.61896,615.4726,321.90063,453.5848
-30.0,165.0,Pacific,3.6301483198021893,454.4508,480.57376,458.0566,2009,358.05377,272.10913,366.64993,367.63773,405.93674,479.6073,538.88666,588.95056,362.14685,427.755
-30.0,170.0,Pacific,3.4696973419068704,508.3545,519.0529,471.18607,2009,382.72324,284.70117,341.9787,381.37857,377.2903,472.28452,548.0271,594.7863,330.79898,434.38016
-30.0,175.0,Pacific,3.1924015710686833,523.44666,387.498,343.911,2009,315.01074,280.4288,277.13614,371.0207,370.2715,517.2919,514.31476,638.2297,399.67545,411.51962
-26.25,-103.96,Pacific,3.295,152.4323,109.07378,113.49345,2009,106.61661,97.935455,108.11741,160.23221,195.51677,222.73808,237.94286,222.3368,85.322395,150.97984
-23.72578333333333,-24.92083333333333,Atlantic,2.8862909263908265,239.97816,253.61198,213.39987,2009,181.23814,151.80652,168.14133,181.16936,231.19339,238.76485,267.25912,216.0065,131.77089,206.19502
-21.56666666666667,-114.3,Pacific,4.699999999999999,121.987335,166.08447,148.84245,2009,223.49052,240.2434,230.78102,146.32472,148.35599,181.38358,225.58133,155.56673,81.58785,172.5191
-21.38333333333333,-114.2833333333333,Pacific,5.114285714285714,135.65039,168.85605,138.25348,2009,224.40239,233.49051,228.25859,142.48723,146.65085,192.66447,233.68214,155.29486,88.85221,174.04527
-16.819,-72.841,Pacific,2.6566666666666667,2961.1194,3203.608,3273.2405,2009,3651.814,2427.8196,1832.2523,1546.2556,1290.8303,1418.0172,1875.0696,1836.0507,3887.0095,2433.5906
-15.999,-76.998,Pacific,3.76,1041.7396,1306.3336,1088.2451,2009,589.47327,843.528,554.9399,964.6796,616.4826,822.1595,647.5589,1040.9441,511.75638,835.6535
-14.0,-99.0,Pacific,3.5985996122424173,476.2635,463.49597,518.8503,2009,453.35355,424.38992,398.5553,363.93216,390.6925,376.446,403.58292,431.5743,427.06955,427.35046
-14.0,-77.06,Pacific,5.3475,1809.8531,3344.7449,2466.993,2009,3803.934,2392.9155,5259.606,1798.2893,2156.5212,936.2719,929.3596,1190.657,4428.0454,2543.099
-13.666,-76.785,Pacific,2.766666666666667,2962.6519,6841.088,4764.6875,2009,6281.3735,6701.007,7114.3765,2510.8918,3049.672,1206.4617,1339.6666,1833.3164,5620.5684,4185.4805
-12.363,-77.0,Pacific,2.1550000000000002,2125.867,4568.7207,4170.0654,2009,6973.814,6964.502,9470.63,3779.405,1774.2963,1175.4047,924.95276,1566.3304,7851.483,4278.7896
-12.0481,-78.3143,Pacific,2.633326026071368,1406.2969,3167.443,4760.3447,2009,2471.6528,3447.9714,3195.9624,1621.0316,1222.241,650.83356,527.9006,1525.4098,3348.4153,2278.7922
-12.0471,-77.4325,Pacific,2.342040085557373,1762.4202,3771.0415,6356.2144,2009,6914.396,7092.245,9368.916,2553.123,1718.6471,965.9696,1060.457,2121.0552,7447.373,4260.988
-12.0451,-77.657,Pacific,2.7913146662115818,1737.7076,4064.9592,5747.4175,2009,7321.2036,5859.2,7380.0083,2016.7971,1324.3258,772.2408,1065.847,2108.5603,7986.4126,3948.7236
-12.0449,-77.3761,Pacific,2.746059475986703,1762.4202,3771.0415,6356.2144,2009,6914.396,7092.245,9368.916,2553.123,1718.6471,965.9696,1060.457,2121.0552,7447.373,4260.988
-12.0448,-78.1669,Pacific,3.607777993342297,1641.5035,3080.2964,5111.0474,2009,5295.859,3658.2031,5198.22,1833.2571,1601.525,686.21814,603.6276,1762.61,5285.0,2979.7805
-12.0446,-77.7099,Pacific,2.525425829219805,1775.5945,3829.093,6589.2163,2009,8088.9155,6067.067,7095.783,1969.6636,1510.5828,764.94354,1087.6638,1909.0822,7644.975,4027.715
-12.01,-79.2,Pacific,3.5559957419451718,1446.0837,1061.5923,1713.3949,2009,2568.3994,1206.4246,2056.9595,1241.8474,960.0901,599.6532,541.22516,946.87506,1537.3533,1323.325
-11.9999,-84.0,Pacific,3.472942293926747,660.97034,595.24146,625.022,2009,819.92,562.8767,451.82654,532.6152,582.5153,873.8071,755.53485,692.13226,710.9003,655.28015
-10.67,-25.01,Atlantic,2.9176770642337257,240.43314,220.3522,198.38353,2009,191.41287,146.59215,141.9467,144.40683,242.0025,267.5775,248.61636,318.16977,149.74512,209.13655
-10.001,-78.38,Pacific,1.9833333333333332,2479.478,3110.2766,3517.052,2009,4968.4585,3095.4265,3528.7502,3673.392,2206.6873,1597.3517,1357.3956,2380.6367,4447.8237,3030.2275
-9.999,-79.134,Pacific,3.022,1820.4851,2594.3167,2801.623,2009,2140.1921,2352.562,2883.6545,2449.0215,1168.7527,1181.5203,918.4301,1196.0428,5095.1865,2216.8157
